file_name,key_item,Legal Terms,Predicted Legal Terms,levenshtein_distance,levenshtein_distance_scaled,cosine_similarity
Site Lease - Blue Sky- Felicita Town Center.pdf,Eminent Domain,," If the whole or substantially the whole of the Buildings,
Improvements or the Premises should be taken for any public or quasi-public use, by right of
eminent domain or otherwise, or should be sold in lieu of condemnation, then this Lease shall
terminate as of the date when physical possession of the Buildings, Improvements or the Premises
is taken by the condemning authority.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Expiration Date,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Fee Simple Owner (Y/N),," TERM: Fee Simple Owner (Y/N)
DEFINITION: Full and irrevocable ownership of land

CORRECT ANSWER:
Section of the document:",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,First Payment Due,"b. Commencing on the Commercial Operation Date, Tenant shall pay the Landlord the Base Rent in equal monthly  installments, equal to the amount, set forth in Section IL.A.1a of this Lease, of the Base Rent for the particular year of the Term, as such Base Rent may be reduced from time to time as set forth in Section I.E, divided by twelve (“Base Rent Installments”), commencing on the Commercial Operation Date and payable on the'first’ calendar day of each calendar month thereafter (“Base Rent Due Date”) throughout the Term. The Base Rent Installments shall be payable in arrears throughout the Term.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Force Majeure,," DEFINITIONS, DEMISE, PERMITTED USE, TERM, LICENSES,
INSTALLATION OBLIGATIONS.

""Event of Force Majeure"" under this Lease, means: any acts of God, fire, volcano,
earthquake, hurricane, blizzard, prolonged severe weather conditions, infectious disease,
technological disaster, catastrophe, large scale infestation of any type, tremors, flood, explosion,
release of nuclear radiation, release of biotoxic or of biochemical agent(s), the elements, war,
blockade, riots, mob violence or civil disturbance, any act or acts of terrorism, an inability to
procure goods or services or a general shortage of labor, equipment, facilities, energy, materials or
supplies in the open market, failure of transportation, strikes, walkouts, actions of labor unions,
governmentally imposed moratoriums or court orders. Performance under this Lease shall be
excused by an Event of Force Majeure for the length of the delay caused by the Event of Force
Majeure",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Governing Law,This Lease shall be construed in accordance with the laws of the State of California (without regard to its conflicts.of law principles).,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Initial Term,The term (“Term”) of this Lease shall commence on the Effective Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be terminated in accordance with the provisions of this Lease.," TERM: Initial Term
DEFINITION: The length of the Site Lease

CORRECT ANSWER:
Section of the document: I. TERM AND EARLIER TERMINATION.
D. EARLIER TERMINATION OF TERM.
1. TERM. THE TERM (“TERM”) OF THIS LEASE SHALL COMMENCE ON THE EFFECTIVE DATE AND END ON THE YEAR 25 TERMINATION DATE OR ON SUCH EARLIER DATE AS THIS LEASE MAY BE TERMINATED IN ACCORDANCE WITH THE PROVISIONS OF THIS LEASE.",321.0,0.823076923076923,0.8647396094484712
Site Lease - Blue Sky- Felicita Town Center.pdf,Lessee (Tenant) Entity Name,"by and between Blue Sky Utility Holding, LLC, a California limited liability company with an address at P.O.Box 5571, Napa, CA 94581 (""Tenant"") and Brixmor Felicita Town Center LLC, a Delaware limited liability company, with an address c/o Brixmor Property Group, 450 Lexington Avenue, 13th Floor, New York, New York 10017 (""Landlord"").",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Lessor (Landlord) Entity Name,"by and between Blue Sky Utility Holding, LLC, a California limited liability company with an address at P.O.Box 5571, Napa, CA 94581 (""Tenant"") and Brixmor Felicita Town Center LLC, a Delaware limited liability company, with an address c/o Brixmor Property Group, 450 Lexington Avenue, 13th Floor, New York, New York 10017 (""Landlord"").", Brixmor Felicita Town Center LLC,303.0,0.9017857142857143,0.7230303204528493
Site Lease - Blue Sky- Felicita Town Center.pdf,Liens,," ""Lender Lien"" means the security interest of a Lender in the Property.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Non-Disturbance Requirements,, There is no information about Non-Disturbance Requirements in the context.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Payment Terms,"b. Commencing on the Commercial Operation Date, Tenant shall pay the Landlord the Base Rent in equal monthly  installments, equal to the amount, set forth in Section IL.A.1a of this Lease, of the Base Rent for the particular year of the Term, as such Base Rent may be reduced from time to time as set forth in Section I.E, divided by twelve (“Base Rent Installments”), commencing on the Commercial Operation Date and payable on the'first’ calendar day of each calendar month thereafter (“Base Rent Due Date”) throughout the Term. The Base Rent Installments shall be payable in arrears throughout the Term."," RENT
A. BASE RENT. Tenant shall pay to Landlord as annual base rent during the Term the sum of One Hundred Thousand and 00/100 Dollars ($100,000.00) (the ""Base Rent""), payable in equal monthly installments of Eight Thousand Three Hundred Thirty-Three and 33/100 Dollars ($8,333.33) on the first day of each month during the Term, commencing on the Commencement Date.",434.0,0.7173553719008264,0.887802365746371
Site Lease - Blue Sky- Felicita Town Center.pdf,"Per Per ($/kWH, $/kW, $/MW, $/MWh, etc.)",, There is no information about price in the context.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Prevailing Party Provision (Y/N),," """"",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Property Size,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Property Tax ($),, There is no information about property taxes in the provided document.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Purchase Options,, There is no information about Purchase Options in the provided document.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Quiet Enjoyment,," Landlord represents, warrants and covenants that Landlord has lawful authorization to use and occupy the Premises and that Tenant, subject to all of the terms and conditions of this Lease, and provided that Tenant has not committed or suffered to be committed a Tenant Event of Default, shall have quiet and peaceful possession of the Premises for the permitted Use, free from any claim of any Person of superior title thereto without hindrance to or interference with or molestation of Tenant's quiet enjoyment thereof, throughout the Term",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Removal Requirements,," VII. REMOVAL AND RELOCATION.
A.
1.
If this Lease has not terminated earlier pursuant to Subparagraph I.D.2 or
Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost
and expense, remove the Solar System from the Premises and restore the License Areas in
accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations
survive the termination of this Lease until said Removal Obligations are fully completed. Tenant
shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date

2. Removal License. During the time period that Tenant is removing or
causing to be removed the Solar System from the Property pursuant to the terms of this Lease,
Tenant shall have a non-exclusive license for the Tenant Parties to enter onto the Installation,
Maintenance and Repair Access Areas with persons and equipment for the purpose of said
removal subject to all of the requirements and limitations set forth in Subparagraph I.E.1. above
of this Lease and also subject to the requirement that Tenant obtain and comply with all Removal
Approvals

4. Removal Staging License. During the time period that Tenant is removing
or causing to be removed the Solar System from the Property pursuant to the terms of this Lease,
a non-exclusive license for the Tenant Parties to enter onto the Installation, Maintenance and
Repair Staging Areas with persons, vehicles and equipment for the purpose of said removal
subject to all of the requirements and limitations set forth in Subparagraph I.E.3. above of this
Lease and also subject to the requirement that Tenant obtain and comply with all Removal
Approvals.
B.
For Removal.
During the time period that Tenant is removing or causing to be removed the Solar
System from the Property pursuant to the terms of this Lease, the Tenant Parties can enter onto the
Premises with persons and equipment for the purpose of said removal subject to all of the
requirements and limitations set forth in Paragraph IV.A above of this Lease and also subject to
the requirement that Tenant obtain and comply with all Removal Approvals.
C. For Design, Engineering and Approval

If Tenant commits or suffers to be committed a Tenant Event
of Default, then in addition to Landlord's other rights and remedies under this Lease, subject to
the terms of this Section I.D.2a, Landlord can terminate this Lease by written notice (“Default
Termination Notice”) to Tenant in accordance with Paragraph X.B of this Lease (“Default
Termination""). On the occurrence of a Default Termination, neither Landlord nor Tenant shall
have any obligations or liabilities to the other by reason of this Lease, except for Landlord's other
remedies set forth in Paragraph VI.B of this Lease, Tenant's obligations under this Section
I.D.2.a and those obligations and/or liabilities which this Lease expressly states survive the
termination of this Lease. Upon a Default Termination, Tenant shall have access to the Premises
and the License Areas for up to ninety (90) days from the date of the Default Termination Notice
(“Default Removal Period”) to remove the Solar System from the Premises in accordance with
this Subsection I.D.2.a(i) During the Default Removal Period Tenant shall, at its sole cost and
expense, diligently remove the Solar System and/or all partially installed portions thereof from the
Premises in accordance with all Approvals, all Final Approvals, if applicable, and all Applicable
Laws and shall obtain all additional Governmental Agency and Local Utility approvals required
by Applicable Laws for such removal (""Removal Approvals"") (contingent upon Landlord signing
application forms, if required by the applicable Governmental Agency, at no cost and expense to
Landlord, required to obtain the Removal Approvals), shall comply with all Removal Approvals
and shall repair all damage and remove all alterations to the Property, including, but not limited
to, the Buildings and the Roofs, caused by said installation and/or partial installation of the Solar
System, in accordance with all Applicable Laws, such that the Property, including, but not limited
to the Buildings and the Roofs, is in the same condition as it was in prior to the commencement of
any installation and/or partial installation of the Solar System, normal wear and tear excepted,
referred to collectively in this Lease as the ""Removal Obligations."" The Removal Obligations also
include the obligation to remove all equipment and materials from all License Areas and to restore
all License Areas to the same condition that they were in prior to the placement of any materials
in connection with the Solar System, the removal thereof and/or the commencement of any
installation, partial installation and/or removal of the Solar System, normal wear and tear excepted",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Removal Timeline & Expectations,"Tenant shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date. Upon Tenant's completion of the Removal Obligations, the Landlord and Tenant shall have no further obligations to each other by reason of this Lease"," 2. Removal License. During the time period that Tenant is removing or
causing to be removed the Solar System from the Property pursuant to the terms of this Lease,
Tenant shall have a non-exclusive license for the Tenant Parties to enter onto the Installation,
Maintenance and Repair Access Areas with persons and equipment for the purpose of said
removal subject to all of the requirements and limitations set forth in Subparagraph I.E.1. above
of this Lease and also subject to the requirement that Tenant obtain and comply with all Removal
Approvals.

For Removal.
B.
During the time period that Tenant is removing or causing to be removed the Solar
System from the Property pursuant to the terms of this Lease, the Tenant Parties can enter onto the
Premises with persons and equipment for the purpose of said removal subject to all of the
requirements and limitations set forth in Paragraph IV.A above of this Lease and also subject to
the requirement that Tenant obtain and comply with all Removal Approvals.",834.0,0.8224852071005917,0.7906274359666144
Site Lease - Blue Sky- Felicita Town Center.pdf,Renewal Terms,," """"",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Amount,"Tenant shall pay the Landlord five thousand dollars ($5,000) for the first four (4) months of
the Term (“Initial Pre-Construction Rent”) and then three thousand dollars ($3,000) per month
thereafter (“Pre-Construction Rent”) for the Premises until Commencement of Construction.
Tenant shall notify Landlord of Commencement of Construction, no later than fourteen (14) days
prior to the Commencement of Construction date. From Commencement of Construction until the
Commercial Operation Date, Tenant shall pay the Landlord five thousand dollars ($5,000) per
month for site access, equipment storage and rental of the construction staging areas (“Storage and
Staging Area Rent”). Commencing on the Commercial Operation Date and for each year of the
Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars
($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation
of 2% percent."," II. RENT
A. PRE-CONSTRUCTION RENT
1. Tenant shall pay to Landlord, as Pre-Construction Rent, the sum of One Hundred Thousand and 00/100 Dollars ($100,000.00) (the ""Pre-Construction Rent""), in immediately available funds, within ten (10) Business Days after the execution of this Lease.",774.0,0.8164556962025317,0.8708302308291115
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Calculation,," RENT
A. BASE RENT.
1. Base Rent shall be payable in advance in equal monthly installments of $1,000.00 per month, commencing on the Commencement Date and continuing through the end of the Term.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Commencement,, Section II.A.1.b of this Lease.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator (Amount),"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator (Y/N),"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator Effective Date,"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent.", There is no information about Rent Escalator Effective Date in the context.,221.0,0.8185185185185185,0.725172822614039
Site Lease - Blue Sky- Felicita Town Center.pdf,SNDA,," 4. SNDA. Landlord covenants that it will use commercially reasonable efforts
to obtain a SNDA from any Lender who now has or may in the future obtain a security interest in
the Property. Commercially reasonable efforts do not include the commencement or prosecution
of litigation or paying a fee to obtain a SNDA. However, Tenant has the right but not the
obligation, to pay such a fee to such a Lender. As of the Effective Date, the Property (check one
box) [] is [X] is not subject an existing mortgage. Notwithstanding the foregoing, Tenant
acknowledges that Landlord can at any time and from time to time finance or refinance the
Property and the Premises and provide security interests, including mortgages, in the Property
and the Premises in connection therewith, so long as Landlord uses commercially reasonable
efforts to obtain a SNDA from any such Lender. Commercially reasonable efforts do not include
the commencement or prosecution of litigation or paying a fee to obtain a SNDA; provided,
however, Tenant has the right but not the obligation, to pay such a fee to such Lender",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Access Rights,," """"",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Control Terms,," Section of the document: I. DEFINITIONS, DEMISE, PERMITTED USE, TERM, LICENSES, INSTALLATION OBLIGATIONS.
Relevant text:
1. Subject to and in accordance with all of the terms and conditions of this Lease, including, but not limited to Article IV hereof, during the Term, Tenant can use the Premises only to do the following, referred to collectively in this Lease as the “Permitted Use” to develop, finance, install, own, operate, maintain, clean, replace, repair and remove the Solar System in order to sell and deliver the Energy Output, available forms of Environmental Attributes and/or net metering credits produced by the Solar System to one or more Other Tenants, the Landlord, the Local Utility or to other entities through the local electric grid in accordance with all Applicable Laws, the Plans and Specifications, all Approvals, the Final Approvals and all of the terms and provisions of this Lease.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Lease Prepayment (Amount),," SCHEDULE 2
TERMINATION PAYMENT AMOUNTS
The amount of the Termination Payment for each year of the Term is as follows (subject
to adjustment as provided in the final paragraph of this Schedule 2):
6704539 v1
6704539 vl
Year 1
Year 2
Year 3
Year 4
Year 5
Year 6
Year 7
Year 8
Year 9
Year 10
Year 11
Year 12
Year 13
Year 14
Year 15
Year 16
Year 17
Year 18
Year 19
Year 20
Year 21
Year 22
Year 23
Year 24
Year 25
no termination
no termination
no termination
no termination
no termination
$1,254,567
$1,188,741
$1,122,170
$1,054,845
$986,756
$917,891
$848,242
$777,795
$706,542
$634,472
$561,575
$487,840
$413,257
$337,815
$261,505
$211,001
$159,609
$107,318
$54,118",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Lease Prepayment (Y/N),," TERM: Site Lease Prepayment (Y/N)
DEFINITION: Is there a front-loaded payment early in the lease term (i.e. is first year or are earlier years of lease subject to higher payment than later years?)

CORRECT ANSWER:
Section of the document: Paragraph II.D",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Summary of Economic Terms,, Section of the document: RENT,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination & Removal - Lessee,"If this Lease has not terminated earlier pursuant to Subparagraph l.D.2 or Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost and expense, remove the Solar System from the Premises and restore the License Areas in accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations survive the termination of this Lease until said Removal Obligations are fully completed. Tenant shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date. Upon Tenant's completion of the Removal Obligations, the Landlord and Tenant shall have no further obligations to each other by reason of this Lease.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination & Removal - Lessor,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination - Notice Requirements,,,,,
Site Lease - GLD - Canton (ES).pdf,Amendments and/or Estoppels,," (a) Owner or Tenant shall from time to time, within ten (10) days after receipt of the other
party's written request therefor, deliver a written statement addressed to the requesting party and/or to any
Financing Entity (as specified by Tenant) (each an “Estoppel Certificate”) certifying all or some of the
below:
(i) That the Agreement is unmodified and in full force and effect (or if modified, a
brief description of such modification and that this Agreement as so modified is in full force and
effect);",,,
Site Lease - GLD - Canton (ES).pdf,Assignment by Lessee,"Upon notice to Owner, Tenant shall have the right to assign or transfer its rights under this Agreement, in whole or in part, to any person or any business entity at any time, subject to the assignee assuming all of Tenant's obligations hereunder. A",,,,
Site Lease - GLD - Canton (ES).pdf,Assignment by Lessor,Owner may assign its rights and obligations under this Agreement to its successor in interest in and to the Property without the prior consent of Tenant.,,,,
Site Lease - GLD - Canton (ES).pdf,Co-terminus with PPA (Y/N),, Section of the document: Subparagraph III.C.2 of this Lease,,,
Site Lease - GLD - Canton (ES).pdf,Default,,,,,
Site Lease - GLD - Canton (ES).pdf,Effective Date,," ""Effective Date"" is defined in the preamble of this Lease",,,
Site Lease - GLD - Canton (ES).pdf,Eminent Domain,," If the whole or substantially the whole of the Buildings,
Improvements or the Premises should be taken for any public or quasi-public use, by right of
eminent domain or otherwise, or should be sold in lieu of condemnation, then this Lease shall
terminate as of the date when physical possession of the Buildings, Improvements or the Premises
is taken by the condemning authority. If less than the whole or substantially the whole of the
Buildings, Improvements or the Premises is thus taken or sold, Landlord (whether or not the
Premises is affected thereby) may in its reasonable discretion terminate this Lease by giving
written notice thereof to Tenant in which event this Lease shall terminate as of the date when
physical possession of such portion of the Buildings, Improvements or Premises is taken by the",,,
Site Lease - GLD - Canton (ES).pdf,Expiration Date,"Expiring on the twentieth (20th) anniversary of the Commencement D ate, unless otherwise terminated at an earlier date in accordance with
the terms of this Agreement.",,,,
Site Lease - GLD - Canton (ES).pdf,Fee Simple Lessor  (Y/N),Owner is the fee owner of the Premises and the Easements and the lands immediately adjacent,,,,
Site Lease - GLD - Canton (ES).pdf,Fee Simple Owner (Y/N),," """"",,,
Site Lease - GLD - Canton (ES).pdf,First Payment Due,"Starting on the Commencement Date, Tenant shall pay to Owner an annual base rent (""Annual Rent"") as set forth below.",,,,
Site Lease - GLD - Canton (ES).pdf,Force Majeure,," Event of Force Majeure"" under this Lease, means: any acts of God, fire, volcano,
earthquake, hurricane, blizzard, prolonged severe weather conditions, infectious disease,
technological disaster, catastrophe, large scale infestation of any type, tremors, flood, explosion,
release of nuclear radiation, release of biotoxic or of biochemical agent(s), the elements, war,
blockade, riots, mob violence or civil disturbance, any act or acts of terrorism, an inability to
procure goods or services or a general shortage of labor, equipment, facilities, energy, materials or
supplies in the open market, failure of transportation, strikes, walkouts, actions of labor unions,
governmentally imposed moratoriums or court orders. Performance under this Lease shall be
excused by an Event of Force Majeure for the length of the delay caused by the Event of Force
Majeure",,,
Site Lease - GLD - Canton (ES).pdf,Governing Law,,,,,
