file_name,key_item,Legal Terms,Predicted Legal Terms,levenshtein_distance,levenshtein_distance_scaled,cosine_similarity
Site Lease - GLD - Canton (ES).pdf,,,,294.1818181818182,0.7125680729570202,0.7682522853040211
Site Lease - GLD - Hi Lo Biddy.pdf,,,,577.6363636363636,0.7986856532007298,0.7551269986503765
Site Lease - Shine - DuQuoin.pdf,,,,455.5,0.7823457201955359,0.7700977243537982
Site Lease - Shine - John A Logan (ES).pdf,,,,367.5,0.6263014287501085,0.8314939328427786
Site Lease - SunRaise - Enterprise Ave. Gardiner.pdf,,,,475.1,0.6782382538912088,0.8115702768805162
Site Lease - SunRaise - Happy Hollow (ES).pdf,,,,1297.5,0.6209292617630939,0.8659623640381552
Site Lease - Blue Sky- Felicita Town Center.pdf,Amendments and/or Estoppels,," ```
From time to time, upon written request, by either Tenant or its Solar Lender or
Landlord or its Lender, made pursuant to Paragraph X.B of this Lease, Landlord or Tenant, as
applicable, shall, within thirty (30) days after receipt of said written request, provide an estoppel
certificate certifying, to Landlord's or Tenant's respective knowledge as applicable, Tenant's or
Landlord's, as applicable, compliance with the terms of this Lease or setting forth any known
issues of noncompliance, and making such other representations, warranties and accommodations
reasonably requested by a Lender or Solar Lender
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Assignment by Lessee,Section IX Page 37,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Assignment by Lessor,Section IX Page 37,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Co-terminus with PPA (Y/N),," TERM: Co-terminus with PPA (Y/N)
DEFINITION: Do the term of the lease and PPA run concurrently

CORRECT ANSWER:
Section of the document: VNMP License; Landlord Obligations.
Landlord hereby appoints Tenant, for a period co-terminus with this
Lease, as its exclusive agent with all necessary delegated authorities to perform the VNMP
Services as defined in Paragraph III.C.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Default,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Effective Date,"THIS SITE LEASE AGREEMENT), (“Leasé”)) is made and entered into as of this 30 day of September 2019 (the ""Effective Date"")"," THIS SITE LEASE AGREEMENT (“Lease"") is made and entered into as of this
30 day of September 2019 (the ""Effective Date""),",8.0,0.06557377049180328,0.9906263497942661
Site Lease - Blue Sky- Felicita Town Center.pdf,Eminent Domain,," ```
If the whole or substantially the whole of the Buildings,
Improvements or the Premises should be taken for any public or quasi-public use, by right of
eminent domain or otherwise, or should be sold in lieu of condemnation, then this Lease shall
terminate as of the date when physical possession of the Buildings, Improvements or the Premises
is taken by the condemning authority. If less than the whole or substantially the whole of the
Buildings, Improvements or the Premises is thus taken or sold, Landlord (whether or not the
Premises is affected thereby) may in its reasonable discretion terminate this Lease by giving
written notice thereof to Tenant in which event this Lease shall terminate as of the date when
physical possession of such portion of the Buildings, Improvements or Premises is taken by the
condemning authority. In the event that the Premises is not affected by the taking, then Landlord
or Tenant may terminate this Lease only in the event that in the reasonable determination of
whichever of Landlord or Tenant is so terminating this Lease, the Buildings or Improvements
require demolition or substantial rehabilitation. If twenty-five percent (25%) of the Premises or
twenty (20%) percent or more of the Solar System is thus taken or sold, Tenant may terminate this
Lease by giving written notice thereof to Landlord in which event this Lease shall terminate as of
the date when physical possession of such portion of the Property is taken by the condemning
authority.
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Expiration Date,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Fee Simple Owner (Y/N),," ```
Landlord represents, warrants and covenants that Landlord (check appropriate box) [X] is the fee title owner of the Property or [_] has a leasehold interest in the Property, in which event Landlord represents, warrants and covenants that Landlord has a valid leasehold interest in the Property and that Landlord is not in default of its lease.
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,First Payment Due,"b. Commencing on the Commercial Operation Date, Tenant shall pay the Landlord the Base Rent in equal monthly  installments, equal to the amount, set forth in Section IL.A.1a of this Lease, of the Base Rent for the particular year of the Term, as such Base Rent may be reduced from time to time as set forth in Section I.E, divided by twelve (“Base Rent Installments”), commencing on the Commercial Operation Date and payable on the'first’ calendar day of each calendar month thereafter (“Base Rent Due Date”) throughout the Term. The Base Rent Installments shall be payable in arrears throughout the Term.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Force Majeure,," ```
""Event of Force Majeure"" under this Lease, means: any acts of God, fire, volcano,
earthquake, hurricane, blizzard, prolonged severe weather conditions, infectious disease,
technological disaster, catastrophe, large scale infestation of any type, tremors, flood, explosion,
release of nuclear radiation, release of biotoxic or of biochemical agent(s), the elements, war,
blockade, riots, mob violence or civil disturbance, any act or acts of terrorism, an inability to
procure goods or services or a general shortage of labor, equipment, facilities, energy, materials or
supplies in the open market, failure of transportation, strikes, walkouts, actions of labor unions,
governmentally imposed moratoriums or court orders. Performance under this Lease shall be
excused by an Event of Force Majeure for the length of the delay caused by the Event of Force
Majeure
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Governing Law,This Lease shall be construed in accordance with the laws of the State of California (without regard to its conflicts.of law principles).,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Initial Term,The term (“Term”) of this Lease shall commence on the Effective Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be terminated in accordance with the provisions of this Lease., The term (“Term”) of this Lease shall commence on the Effective Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be terminated in accordance with the provisions of this Lease.,1.0,0.004672897196261682,1.0000000000000002
Site Lease - Blue Sky- Felicita Town Center.pdf,Lessee (Tenant) Entity Name,"by and between Blue Sky Utility Holding, LLC, a California limited liability company with an address at P.O.Box 5571, Napa, CA 94581 (""Tenant"") and Brixmor Felicita Town Center LLC, a Delaware limited liability company, with an address c/o Brixmor Property Group, 450 Lexington Avenue, 13th Floor, New York, New York 10017 (""Landlord"").",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Lessor (Landlord) Entity Name,"by and between Blue Sky Utility Holding, LLC, a California limited liability company with an address at P.O.Box 5571, Napa, CA 94581 (""Tenant"") and Brixmor Felicita Town Center LLC, a Delaware limited liability company, with an address c/o Brixmor Property Group, 450 Lexington Avenue, 13th Floor, New York, New York 10017 (""Landlord"")."," ```
SITE LEASE AGREEMENT
Between
Blue Sky Utility Holding LLC (""Tenant"")
And
Brixmor Felicita Town Center LLC (“Landlord”)
Dated: September 30, 2019
```",254.0,0.7559523809523809,0.8425025133537648
Site Lease - Blue Sky- Felicita Town Center.pdf,Liens,," ```
12. Liens. Tenant shall not place and shall not permit any Tenant Parties to
place any security interests, mortgages, mechanics liens, materialmens' liens, notices of liens,
judgments and/or stop notices on the Property. A breach of this Subparagraph VB.12 by Tenant
shall be deemed a Tenant Event of Default under Subparagraph VI.A.1 of this Lease
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Non-Disturbance Requirements,," 4. SNDA. Landlord covenants that it will use commercially reasonable efforts
to obtain a SNDA from any Lender who now has or may in the future obtain a security interest in
the Property. Commercially reasonable efforts do not include the commencement or prosecution
of litigation or paying a fee to obtain a SNDA. However, Tenant has the right but not the
obligation, to pay such a fee to such a Lender. As of the Effective Date, the Property (check one
box) [] is [X] is not subject an existing mortgage. Notwithstanding the foregoing, Tenant
acknowledges that Landlord can at any time and from time to time finance or refinance the
Property and the Premises and provide security interests, including mortgages, in the Property
and the Premises in connection therewith, so long as Landlord uses commercially reasonable
efforts to obtain a SNDA from any such Lender. Commercially reasonable efforts do not include
the commencement or prosecution of litigation or paying a fee to obtain a SNDA; provided,
however, Tenant has the right but not the obligation, to pay such a fee to such Lender",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Payment Terms,"b. Commencing on the Commercial Operation Date, Tenant shall pay the Landlord the Base Rent in equal monthly  installments, equal to the amount, set forth in Section IL.A.1a of this Lease, of the Base Rent for the particular year of the Term, as such Base Rent may be reduced from time to time as set forth in Section I.E, divided by twelve (“Base Rent Installments”), commencing on the Commercial Operation Date and payable on the'first’ calendar day of each calendar month thereafter (“Base Rent Due Date”) throughout the Term. The Base Rent Installments shall be payable in arrears throughout the Term."," Commencing on the Commercial Operation Date and for each year of the
Term thereafter, Tenant shall pay Landlord twenty eight thousand and five hundered dollars
($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation
of 2% percent",438.0,0.7239669421487603,0.8816456289741412
Site Lease - Blue Sky- Felicita Town Center.pdf,"Per Per ($/kWH, $/kW, $/MW, $/MWh, etc.)",, There is no information about price in the context.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Prevailing Party Provision (Y/N),," ```
Escrow Agent may, but is not required to, bring an appropriate action or proceeding
for leave to deposit the Default Escrow and/or Removal Escrow, as applicable, in a court of
competent jurisdiction within the State of California pending such determination. Escrow Agent
shall be reimbursed for all costs and expenses of such action or proceeding including, without
limitation, reasonable attorneys' fees actually incurred and disbursements, by the Party determined
not to be entitled to the Default Escrow and/or Removal Escrow, as applicable, or if same is shared
between the Parties, such costs of Escrow Agent shall be shared pro rata, between Landlord and
Tenant, based upon the amount received by each
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Property Size,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Property Tax ($),, There is no information about property taxes in the provided document.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Purchase Options,, There is no information about Purchase Options in the provided document.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Quiet Enjoyment,," ```
Landlord represents, warrants and covenants that Landlord has lawful authorization to use and occupy the Premises and that Tenant, subject to all of the terms and conditions of this Lease, and provided that Tenant has not committed or suffered to be committed a Tenant Event of Default, shall have quiet and peaceful possession of the Premises for the permitted Use, free from any claim of any Person of superior title thereto without hindrance to or interference with or molestation of Tenant's quiet enjoyment thereof, throughout the Term
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Removal Requirements,," ```
Tenant shall have a period of 60 days after the Termination Date to remove the Solar System from the Premises and restore the License Areas, at its cost and expense, in accordance with all the Removal Obligations and shall have a license to access and remove the Solar System during such 60-day period following the Termination Date.
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Removal Timeline & Expectations,"Tenant shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date. Upon Tenant's completion of the Removal Obligations, the Landlord and Tenant shall have no further obligations to each other by reason of this Lease"," ```
Tenant shall have a period of 60 days after the Termination Date to remove the Solar System from the Premises and restore the License Areas, at its cost and expense, in accordance with all the Removal Obligations and shall have a license to access and remove the Solar System during such 60-day period following the Termination Date.
```",231.0,0.6754385964912281,0.8525621621980856
Site Lease - Blue Sky- Felicita Town Center.pdf,Renewal Terms,," ```
Term. The term (“Term”) of this Lease shall commence on the Effective
Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be
terminated in accordance with the provisions of this Lease.
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Amount,"Tenant shall pay the Landlord five thousand dollars ($5,000) for the first four (4) months of
the Term (“Initial Pre-Construction Rent”) and then three thousand dollars ($3,000) per month
thereafter (“Pre-Construction Rent”) for the Premises until Commencement of Construction.
Tenant shall notify Landlord of Commencement of Construction, no later than fourteen (14) days
prior to the Commencement of Construction date. From Commencement of Construction until the
Commercial Operation Date, Tenant shall pay the Landlord five thousand dollars ($5,000) per
month for site access, equipment storage and rental of the construction staging areas (“Storage and
Staging Area Rent”). Commencing on the Commercial Operation Date and for each year of the
Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars
($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation
of 2% percent."," Commencing on the Effective Date, until the Commercial Operation Date, Tenant shall
pay the Landlord five thousand dollars ($5,000) for the first four (4) months of the Term (""Initial
Pre-Construction Rent"") and then three thousand dollars ($3,000) per month thereafter (""Pre-
Construction Rent"") for the Premises until Commencement of Construction. Tenant shall notify
Landlord of Commencement of Construction, no later than fourteen (14) days prior to the
Commencement of Construction date. From Commencement of Construction until the
Commercial Operation Date, Tenant shall pay the Landlord five thousand dollars ($5,000) per
month for site access, equipment storage and rental of the construction staging areas (""Storage and
Staging Area Rent""). Commencing on the Commercial Operation Date and for each year of the
Term thereafter, Tenant shall pay Landlord twenty eight thousand and five hundered dollars
($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation
of 2% percent",94.0,0.09215686274509804,0.9941386894614809
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Calculation,," ```
Tenant shall pay five percent (5%) of Tenant's Gross Revenues (as defined below)
derived from and attributable to the Solar System (the ""Percentage Rent""), which Percentage Rent
shall be paid on a semi-annual basis on or before July 31st (with respect to the period from January
1st through June 30th) and on or before January 31st (with respect to the period from July 1st
through December 31st) during each year of the Term after the Commercial Operation Date.
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Commencement,," Tenant shall pay five percent (5%) of Tenant's Gross Revenues (as defined below)
derived from and attributable to the Solar System (the ""Percentage Rent""), which Percentage Rent
shall be paid on a semi-annual basis on or before July 31st (with respect to the period from January
1st through June 30th) and on or before January 31st (with respect to the period from July 1st
through December 31st) during each year of the Term after the Commercial Operation Date.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator (Amount),"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator (Y/N),"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator Effective Date,"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent."," ```
Commencing on the Commercial Operation Date and for each year of the
Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars
($28,500.00) per annum (""Base Rent""), based on the Expected Capacity, with an annual escalation
of 2% percent
```",14.0,0.050359712230215826,0.9980627438105117
Site Lease - Blue Sky- Felicita Town Center.pdf,SNDA,," ```
4. SNDA. Landlord covenants that it will use commercially reasonable efforts
to obtain a SNDA from any Lender who now has or may in the future obtain a security interest in
the Property. Commercially reasonable efforts do not include the commencement or prosecution
of litigation or paying a fee to obtain a SNDA. However, Tenant has the right but not the
obligation, to pay such a fee to such a Lender. As of the Effective Date, the Property (check one
box) [] is [X] is not subject an existing mortgage. Notwithstanding the foregoing, Tenant
acknowledges that Landlord can at any time and from time to time finance or refinance the
Property and the Premises and provide security interests, including mortgages, in the Property
and the Premises in connection therewith, so long as Landlord uses commercially reasonable
efforts to obtain a SNDA from any such Lender. Commercially reasonable efforts do not include
the commencement or prosecution of litigation or paying a fee to obtain a SNDA; provided,
however, Tenant has the right but not the obligation, to pay such a fee to such Lender
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Access Rights,," ```
Section of the document:
Provided that Tenant has not committed or suffered to be committed a Tenant Event
of Default, during the Term, the Tenant Parties can enter onto Premises with persons and
equipment for the purpose of installing, operating, maintaining, cleaning, replacing and/or
repairing the Solar System, connecting same to existing utility lines, pipes and conduits for the
transmission of electricity and/or administering the VNMP or other similar program, provided that:
```",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Control Terms,," Section of the document: IV. TERM, LICENSES, INSTALLATION OBLIGATIONS.

Relevant text:
""During the Term, Tenant can use the Premises only to do the following, referred to collectively in this Lease as the “Permitted Use” to develop, finance, install, own, operate, maintain, clean, replace, repair and remove the Solar System in order to sell and deliver the Energy Output, available forms of Environmental Attributes and/or net metering credits produced by the Solar System to one or more Other Tenants, the Landlord, the Local Utility or to other entities through the local electric grid in accordance with all Applicable Laws, the Plans and Specifications, all Approvals, the Final Approvals and all of the terms and provisions of this Lease.""",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Lease Prepayment (Amount),," SCHEDULE 2
TERMINATION PAYMENT AMOUNTS
The amount of the Termination Payment for each year of the Term is as follows (subject
to adjustment as provided in the final paragraph of this Schedule 2):
6704539 v1
6704539 vl
Year 1
Year 2
Year 3
Year 4
Year 5
Year 6
Year 7
Year 8
Year 9
Year 10
Year 11
Year 12
Year 13
Year 14
Year 15
Year 16
Year 17
Year 18
Year 19
Year 20
Year 21
Year 22
Year 23
Year 24
Year 25
no termination
no termination
no termination
no termination
no termination
$1,254,567
$1,188,741
$1,122,170
$1,054,845
$986,756
$917,891
$848,242
$777,795
$706,542
$634,472
$561,575
$487,840
$413,257
$337,815
$261,505
$211,001
$159,609
$107,318
$54,118",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Lease Prepayment (Y/N),," TERM: Site Lease Prepayment (Y/N)
DEFINITION: Is there a front-loaded payment early in the lease term (i.e. is first year or are earlier years of lease subject to higher payment than later years?)

CORRECT ANSWER:
Section of the document: Paragraph II.D",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Summary of Economic Terms,," I. DEFINITIONS, DEMISE, PERMITTED USE, TERM, LICENSES,
INSTALLATION OBLIGATIONS.
Definitions.
Capitalized words, not otherwise defined in the preamble, recitals or body of this
Lease have the meanings set forth in Schedule 1 attached hereto.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination & Removal - Lessee,"If this Lease has not terminated earlier pursuant to Subparagraph l.D.2 or Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost and expense, remove the Solar System from the Premises and restore the License Areas in accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations survive the termination of this Lease until said Removal Obligations are fully completed. Tenant shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date. Upon Tenant's completion of the Removal Obligations, the Landlord and Tenant shall have no further obligations to each other by reason of this Lease.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination & Removal - Lessor,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination - Notice Requirements,,,,,
Site Lease - GLD - Canton (ES).pdf,Amendments and/or Estoppels,," ```
(a) Owner or Tenant shall from time to time, within ten (10) days after receipt of the other
party's written request therefor, deliver a written statement addressed to the requesting party and/or to any
Financing Entity (as specified by Tenant) (each an “Estoppel Certificate”) certifying all or some of the
below:
(i) That the Agreement is unmodified and in full force and effect (or if modified, a
brief description of such modification and that this Agreement as so modified is in full force and
effect);
```",,,
Site Lease - GLD - Canton (ES).pdf,Assignment by Lessee,"Upon notice to Owner, Tenant shall have the right to assign or transfer its rights under this Agreement, in whole or in part, to any person or any business entity at any time, subject to the assignee assuming all of Tenant's obligations hereunder. A",,,,
Site Lease - GLD - Canton (ES).pdf,Assignment by Lessor,Owner may assign its rights and obligations under this Agreement to its successor in interest in and to the Property without the prior consent of Tenant.,,,,
Site Lease - GLD - Canton (ES).pdf,Co-terminus with PPA (Y/N),, Section of the document: Paragraph I.C.1.A,,,
Site Lease - GLD - Canton (ES).pdf,Default,,,,,
Site Lease - GLD - Canton (ES).pdf,Effective Date,," THIS SITE LEASE AGREEMENT (“Lease"") is made and entered into as of this
30 day of September 2019 (the ""Effective Date""),",,,
Site Lease - GLD - Canton (ES).pdf,Eminent Domain,," ```
If the whole or substantially the whole of the Buildings,
Improvements or the Premises should be taken for any public or quasi-public use, by right of
eminent domain or otherwise, or should be sold in lieu of condemnation, then this Lease shall
terminate as of the date when physical possession of the Buildings, Improvements or the Premises
is taken by the condemning authority. If less than the whole or substantially the whole of the
Buildings, Improvements or the Premises is thus taken or sold, Landlord (whether or not the
Premises is affected thereby) may in its reasonable discretion terminate this Lease by giving
written notice thereof to Tenant in which event this Lease shall terminate as of the date when
physical possession of such portion of the Buildings, Improvements or Premises is taken by the
condemning authority. In the event that the Premises is not affected by the taking, then Landlord
or Tenant may terminate this Lease only in the event that in the reasonable determination of
whichever of Landlord or Tenant is so terminating this Lease, the Buildings or Improvements
require demolition or substantial rehabilitation. If twenty-five percent (25%) of the Premises or
twenty (20%) percent or more of the Solar System is thus taken or sold, Tenant may terminate this
Lease by giving written notice thereof to Landlord in which event this Lease shall terminate as of
the date when physical possession of such portion of the Property is taken by the condemning
authority.
```",,,
Site Lease - GLD - Canton (ES).pdf,Expiration Date,"Expiring on the twentieth (20th) anniversary of the Commencement D ate, unless otherwise terminated at an earlier date in accordance with
the terms of this Agreement.",,,,
Site Lease - GLD - Canton (ES).pdf,Fee Simple Lessor  (Y/N),Owner is the fee owner of the Premises and the Easements and the lands immediately adjacent,,,,
Site Lease - GLD - Canton (ES).pdf,Fee Simple Owner (Y/N),," ```
(d) Owner hereby represents and warrants to Tenant that except as disclosed in Schedule 16
hereto: (i) Owner is the fee owner of the Premises and the Easements and the lands immediately adjacent
thereto which comprise the easements and rights of way granted to Tenant hereunder;
```",,,
Site Lease - GLD - Canton (ES).pdf,First Payment Due,"Starting on the Commencement Date, Tenant shall pay to Owner an annual base rent (""Annual Rent"") as set forth below.",,,,
Site Lease - GLD - Canton (ES).pdf,Force Majeure,," ```
""Event of Force Majeure"" under this Lease, means: any acts of God, fire, volcano,
earthquake, hurricane, blizzard, prolonged severe weather conditions, infectious disease,
technological disaster, catastrophe, large scale infestation of any type, tremors, flood, explosion,
release of nuclear radiation, release of biotoxic or of biochemical agent(s), the elements, war,
blockade, riots, mob violence or civil disturbance, any act or acts of terrorism, an inability to
procure goods or services or a general shortage of labor, equipment, facilities, energy, materials or
supplies in the open market, failure of transportation, strikes, walkouts, actions of labor unions,
governmentally imposed moratoriums or court orders. Performance under this Lease shall be
excused by an Event of Force Majeure for the length of the delay caused by the Event of Force
Majeure
```",,,
Site Lease - GLD - Canton (ES).pdf,Governing Law,,,,,
Site Lease - GLD - Canton (ES).pdf,Initial Term,"The operating term of this Agreement (the ""Operations Term"") shall be twenty (20) years, commencing on the date that Central Maine Power (""CMP"") issues the Permission to Operate (PTO) or the final analogous permit or approval allowing the Project to begin delivering electrical output to the grid at its rated capacity (the ""Commencement Date"")", The term (“Term”) of this Lease shall commence on the Effective Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be terminated in accordance with the provisions of this Lease.,238.0,0.6918604651162791,0.7647225967291688
Site Lease - GLD - Canton (ES).pdf,Lessee (Tenant) Entity Name,"By and between PWH Properties, LLC (""Owner""), and Canton G LC Solar, LLC a Maine limited liability company (""Tenant"").",,,,
Site Lease - GLD - Canton (ES).pdf,Lessor (Landlord) Entity Name,"By and between PWH Properties, LLC (""Owner""), and Canton G LC Solar, LLC a Maine limited liability company (""Tenant"")."," ```
THIS SITE LEASE AGREEMENT (“Lease"") is made and entered into as of this
30 day of September 2019 (the ""Effective Date""), by and between Blue Sky Utility Holding,
LLC, a California limited liability company with an address at P.O.Box 5571, Napa, CA 94581
(""Tenant"") and Brixmor Felicita Town Center LLC, a Delaware limited liability company, with an
address c/o Brixmor Property Group, 450 Lexington Avenue, 13th Floor, New York, New York
10017 (""Landlord"").
```",383.0,0.8218884120171673,0.7507752785753742
Site Lease - GLD - Canton (ES).pdf,Liens,"4(e)- Tenant shall have the right to discharge all liens indicated in the title report and deduct the cost thereof from the Rent.
16(b)- Owner hereby waives any and all lien rights and/or security interests it may have, statutory or otherwise, in or otherwise with regard to the Solar Facility."," ```
(e) If the state of title to the Property as set forth in the Title Report indicates any liens, claims
or encumbrances which may interfere with Tenant's use and operation of the Premises and/or the
Easements, Tenant shall have the right but not the obligation to either (i) discharge such liens, claims and/or
encumbrances, if possible, and deduct the cost thereof from the Rent to become due hereunder, or (ii)
terminate this Lease by providing written notice thereof to Owner. Provided, however, the Owner shall
have thirty (30) days upon receipt of notice to clear any title issues prior to any action by Tenant. Upon and
after such termination, neither Owner nor Tenant shall have any further obligation or liability under this
Agreement except as otherwise expressly provided herein; for the avoidance of doubt, in the event that
Tenant determines not to construct the Facility pursuant to this subparagraph, then the Tenant Project
Documents will be assigned to Owner or its assigns at no additional cost to Owner
```",811.0,0.7889105058365758,0.8981202358220347
Site Lease - GLD - Canton (ES).pdf,Non-Disturbance Requirements,," ```
24. Non-Disturbance Agreement.  No later than the Rent Commencement Date, Landlord hall provide to Tenant an agreement, in form and substance acceptable to Tenant, from any and all current beneficiaries of mortgages/deeds of trust, or any other holders of liens on or superior interests in the Land or any portion thereof, whereby each such beneficiary and lienholder agrees not to disturb Tenant’s rights under this Lease.  In addition, Landlord shall use commercially reasonable efforts to obtain a Subordination and Non-Disturbance Agreement (defined in Section 31 hereof) in favor of Tenant from each such existing beneficiary of any mortgagee/deed of trust or other lien holder with respect to the Land.
```",,,
Site Lease - GLD - Canton (ES).pdf,Payment Terms,"3. Tenant shall pay to Owner an annual base rent (""Annual Rent"") as set forth below. Except as otherwise specifically provided in this Lease, all
rent shall be paid in equal quarterly installments in advance, without demand or setoff, no later than the first day of each January, April, July and October of each lease year;"," Commencing on the Commercial Operation Date and for each year of the
Term thereafter, Tenant shall pay Landlord twenty eight thousand and five hundered dollars
($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation
of 2% percent",242.0,0.7469135802469136,0.8365804613197798
Site Lease - GLD - Canton (ES).pdf,"Per Per ($/kWH, $/kW, $/MW, $/MWh, etc.)",, There is no information about price in the context.,,,
