file_name,key_item,Legal Terms,Predicted Legal Terms,levenshtein_distance,levenshtein_distance_scaled,cosine_similarity
Site Lease - GLD - Hi Lo Biddy.pdf,,,,407.54545454545456,0.7224941887963119,0.7608900490614126
Site Lease - Shine - DuQuoin.pdf,,,,450.0,0.781310711204361,0.7624345423932488
Site Lease - Blue Sky- Felicita Town Center.pdf,Amendments and/or Estoppels,,"From time to time, upon written request, by either Tenant or its Solar Lender or
Landlord or its Lender, made pursuant to Paragraph X.B of this Lease, Landlord or Tenant, as
applicable, shall, within thirty (30) days after receipt of said written request, provide an estoppel
certificate certifying, to Landlord's or Tenant's respective knowledge as applicable, Tenant's or
Landlord's, as applicable, compliance with the terms of this Lease or setting forth any known
issues of noncompliance, and making such other representations, warranties and accommodations
reasonably requested by a Lender or Solar Lender",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Assignment by Lessee,Section IX Page 37,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Assignment by Lessor,Section IX Page 37,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Co-terminus with PPA (Y/N),,This document does not contain any information regarding the term of the lease and PPA running concurrently.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Default,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Effective Date,"THIS SITE LEASE AGREEMENT), (“Leasé”)) is made and entered into as of this 30 day of September 2019 (the ""Effective Date"")","""Effective Date"" is defined in the preamble of this Lease.",93.0,0.7622950819672131,0.7981135029897197
Site Lease - Blue Sky- Felicita Town Center.pdf,Eminent Domain,,"If the whole or substantially the whole of the Buildings,
Improvements or the Premises should be taken for any public or quasi-public use, by right of
eminent domain or otherwise, or should be sold in lieu of condemnation, then this Lease shall
terminate as of the date when physical possession of the Buildings, Improvements or the Premises
is taken by the condemning authority. If less than the whole or substantially the whole of the
Buildings, Improvements or the Premises is thus taken or sold, Landlord (whether or not the
Premises is affected thereby) may in its reasonable discretion terminate this Lease by giving
written notice thereof to Tenant in which event this Lease shall terminate as of the date when
physical possession of such portion of the Buildings, Improvements or Premises is taken by the
condemning authority. In the event that the Premises is not affected by the taking, then Landlord
or Tenant may terminate this Lease only in the event that in the reasonable determination of
whichever of Landlord or Tenant is so terminating this Lease, the Buildings or Improvements
require demolition or substantial rehabilitation. If twenty-five percent (25%) of the Premises or
twenty (20%) percent or more of the Solar System is thus taken or sold, Tenant may terminate this
Lease by giving written notice thereof to Landlord in which event this Lease shall terminate as of
the date when physical possession of such portion of the Property is taken by the condemning
authority. If this Lease is not so terminated upon any such taking or sale, the Base Rent payable
hereunder shall be equitably adjusted by multiplying the annual Base Rent then in affect by a
fraction, the numerator of which is the size of the Solar System in kW after the taking and the
denominator of which is the size of the Solar System in kW prior to such taking, and Landlord
shall, to the extent Landlord reasonably deems feasible, restore the Buildings and the Premises to
substantially their former condition. All amounts awarded upon a taking of any part or all of the
Property shall belong to Landlord or the Lender holding any Lender Lien affecting the Property,
and Tenant shall not be entitled to and expressly waives all claim to any such compensation
including, without limitation, any claim for the value of the unexpired portion of this Lease",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Expiration Date,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Fee Simple Owner (Y/N),,This document does not contain any information regarding fee simple ownership.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,First Payment Due,"b. Commencing on the Commercial Operation Date, Tenant shall pay the Landlord the Base Rent in equal monthly  installments, equal to the amount, set forth in Section IL.A.1a of this Lease, of the Base Rent for the particular year of the Term, as such Base Rent may be reduced from time to time as set forth in Section I.E, divided by twelve (“Base Rent Installments”), commencing on the Commercial Operation Date and payable on the'first’ calendar day of each calendar month thereafter (“Base Rent Due Date”) throughout the Term. The Base Rent Installments shall be payable in arrears throughout the Term.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Force Majeure,,"""Event of Force Majeure"" under this Lease, means: any acts of God, fire, volcano,
earthquake, hurricane, blizzard, prolonged severe weather conditions, infectious disease,
technological disaster, catastrophe, large scale infestation of any type, tremors, flood, explosion,
release of nuclear radiation, release of biotoxic or of biochemical agent(s), the elements, war,
blockade, riots, mob violence or civil disturbance, any act or acts of terrorism, an inability to
procure goods or services or a general shortage of labor, equipment, facilities, energy, materials or
supplies in the open market, failure of transportation, strikes, walkouts, actions of labor unions,
governmentally imposed moratoriums or court orders. Performance under this Lease shall be
excused by an Event of Force Majeure for the length of the delay caused by the Event of Force
Majeure",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Governing Law,This Lease shall be construed in accordance with the laws of the State of California (without regard to its conflicts.of law principles).,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Initial Term,The term (“Term”) of this Lease shall commence on the Effective Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be terminated in accordance with the provisions of this Lease.,"""Term and Earlier Termination.
D.
1.
Term. The term (“Term”) of this Lease shall commence on the Effective
Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be
terminated in accordance with the provisions of this Lease.""",46.0,0.17898832684824903,0.9498367291735973
Site Lease - Blue Sky- Felicita Town Center.pdf,Lessee (Tenant) Entity Name,"by and between Blue Sky Utility Holding, LLC, a California limited liability company with an address at P.O.Box 5571, Napa, CA 94581 (""Tenant"") and Brixmor Felicita Town Center LLC, a Delaware limited liability company, with an address c/o Brixmor Property Group, 450 Lexington Avenue, 13th Floor, New York, New York 10017 (""Landlord"").",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Lessor (Landlord) Entity Name,"by and between Blue Sky Utility Holding, LLC, a California limited liability company with an address at P.O.Box 5571, Napa, CA 94581 (""Tenant"") and Brixmor Felicita Town Center LLC, a Delaware limited liability company, with an address c/o Brixmor Property Group, 450 Lexington Avenue, 13th Floor, New York, New York 10017 (""Landlord"").",This document does not contain any information regarding the term specified.,287.0,0.8541666666666666,0.5825579988520594
Site Lease - Blue Sky- Felicita Town Center.pdf,Liens,,"12. Liens. Tenant shall not place and shall not permit any Tenant Parties to
place any security interests, mortgages, mechanics liens, materialmens' liens, notices of liens,
judgments and/or stop notices on the Property. A breach of this Subparagraph VB.12 by Tenant
shall be deemed a Tenant Event of Default under Subparagraph VI.A.1 of this Lease",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Non-Disturbance Requirements,,This document does not contain any information regarding Non-Disturbance Requirements.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Payment Terms,"b. Commencing on the Commercial Operation Date, Tenant shall pay the Landlord the Base Rent in equal monthly  installments, equal to the amount, set forth in Section IL.A.1a of this Lease, of the Base Rent for the particular year of the Term, as such Base Rent may be reduced from time to time as set forth in Section I.E, divided by twelve (“Base Rent Installments”), commencing on the Commercial Operation Date and payable on the'first’ calendar day of each calendar month thereafter (“Base Rent Due Date”) throughout the Term. The Base Rent Installments shall be payable in arrears throughout the Term.",This document does not contain the requested information.,554.0,0.915702479338843,0.5176559635277155
Site Lease - Blue Sky- Felicita Town Center.pdf,"Per Per ($/kWH, $/kW, $/MW, $/MWh, etc.)",,This document does not contain any information regarding the term you specified.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Prevailing Party Provision (Y/N),,This document does not contain any information regarding the prevailing party provision.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Property Size,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Property Tax ($),,This document does not contain the requested information.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Purchase Options,,This document does not contain any information regarding the ability for Lessee to have an option to buy the land from the Lessor.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Quiet Enjoyment,,"2. Landlord's Interest in Premises/Tenant's Quiet Enjoyment. Landlord
represents, warrants and covenants that Landlord (check appropriate box) [X] is the fee title owner
of the Property or [_] has a leasehold interest in the Property, in which event Landlord represents,
warrants and covenants that Landlord has a valid leasehold interest in the Property and that
Landlord is not in default of its lease. Landlord represents, warrants and covenants that Landlord
has lawful authorization to use and occupy the Premises and that Tenant, subject to all of the
terms and conditions of this Lease, and provided that Tenant has not committed or suffered to be
22
committed a Tenant Event of Default, shall have quiet and peaceful possession of the Premises
for the permitted Use, free from any claim of any Person of superior title thereto without
hindrance to or interference with or molestation of Tenant's quiet enjoyment thereof, throughout
the Term",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Removal Requirements,,"**Removal Requirements**

**VII. REMOVAL AND RELOCATION.**

**A.**

1. If this Lease has not terminated earlier pursuant to Subparagraph I.D.2 or Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost and expense, remove the Solar System from the Premises and restore the License Areas in accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations survive the termination of this Lease until said Removal Obligations are fully completed. Tenant shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date.

**I.D.2.a.**

(i) During the Default Removal Period Tenant shall, at its sole cost and expense, diligently remove the Solar System and/or all partially installed portions thereof from the Premises in accordance with all Approvals, all Final Approvals, if applicable, and all Applicable Laws and shall obtain all additional Governmental Agency and Local Utility approvals required by Applicable Laws for such removal (""Removal Approvals"") (contingent upon Landlord signing application forms, if required by the applicable Governmental Agency, at no cost and expense to Landlord, required to obtain the Removal Approvals), shall comply with all Removal Approvals and shall repair all damage and remove all alterations to the Property, including, but not limited to, the Buildings and the Roofs, caused by said installation and/or partial installation of the Solar System, in accordance with all Applicable Laws, such that the Property, including, but not limited to the Buildings and the Roofs, is in the same condition as it was in prior to the commencement of any installation and/or partial installation of the Solar System, normal wear and tear excepted, referred to collectively in this Lease as the ""Removal Obligations."" The Removal Obligations also include the obligation to remove all equipment and materials from all License Areas and to restore all License Areas to the same condition that they were in prior to the placement of any materials in connection with the Solar System, the removal thereof and/or the commencement of any installation, partial installation and/or removal of the Solar System, normal wear and tear excepted.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Removal Timeline & Expectations,"Tenant shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date. Upon Tenant's completion of the Removal Obligations, the Landlord and Tenant shall have no further obligations to each other by reason of this Lease","**Removal Timeline & Expectations**

""Upon a Default Termination, Tenant shall have access to the Premises and the License Areas for up to ninety (90) days from the date of the Default Termination Notice (“Default Removal Period”) to remove the Solar System from the Premises in accordance with this Subsection I.D.2.a(i) During the Default Removal Period Tenant shall, at its sole cost and expense, diligently remove the Solar System and/or all partially installed portions thereof from the Premises in accordance with all Approvals, all Final Approvals, if applicable, and all Applicable Laws and shall obtain all additional Governmental Agency and Local Utility approvals required by Applicable Laws for such removal (""Removal Approvals"") (contingent upon Landlord signing application forms, if required by the applicable Governmental Agency, at no cost and expense to Landlord, required to obtain the Removal Approvals), shall comply with all Removal Approvals and shall repair all damage and remove all alterations to the Property, including, but not limited to, the Buildings and the Roofs, caused by said installation and/or partial installation of the Solar System, in accordance with all Applicable Laws, such that the Property, including, but not limited to the Buildings and the Roofs, is in the same condition as it was in prior to the commencement of any installation and/or partial installation of the Solar System, normal wear and tear excepted, referred to collectively in this Lease as the ""Removal Obligations."" The Removal Obligations also include the obligation to remove all equipment and materials from all License Areas and to restore all License Areas to the same condition that they were in prior to the placement of any materials in connection with the Solar System, the removal thereof and/or the commencement of any installation, partial installation and/or removal of the Solar System, normal wear and tear excepted.""",1730.0,0.8890030832476875,0.8432341167153793
Site Lease - Blue Sky- Felicita Town Center.pdf,Renewal Terms,,This document does not contain any information regarding renewal terms or the ability to extend the lease beyond the initial term without having to amend the lease.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Amount,"Tenant shall pay the Landlord five thousand dollars ($5,000) for the first four (4) months of
the Term (“Initial Pre-Construction Rent”) and then three thousand dollars ($3,000) per month
thereafter (“Pre-Construction Rent”) for the Premises until Commencement of Construction.
Tenant shall notify Landlord of Commencement of Construction, no later than fourteen (14) days
prior to the Commencement of Construction date. From Commencement of Construction until the
Commercial Operation Date, Tenant shall pay the Landlord five thousand dollars ($5,000) per
month for site access, equipment storage and rental of the construction staging areas (“Storage and
Staging Area Rent”). Commencing on the Commercial Operation Date and for each year of the
Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars
($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation
of 2% percent.",I could not find any information regarding the rent amount in the provided document.,871.0,0.9187763713080169,0.6786837824440182
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Calculation,,"This context does not mention anything about Rent Calculation or Price, so I cannot extract the requested data from the provided context.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Commencement,,"""Commencing on the Commercial Operation Date and for each year of the
Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars
($28,500.00) per annum (""Base Rent""), based on the Expected Capacity, with an annual escalation
of 2% percent""",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator (Amount),"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator (Y/N),"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Rent Escalator Effective Date,"Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (“Base Rent”), based on the Expected Capacity, with an annual escalation of 2% percent.",This document does not contain any information regarding a rent escalator effective date.,215.0,0.7962962962962963,0.6897776462601218
Site Lease - Blue Sky- Felicita Town Center.pdf,SNDA,,"""SNDA"" means a subordination, non-disturbance and attornment agreement from a
Lender. Such SNDA shall:
acknowledge and consent to the Tenant's rights in the Premises and License Areas,
b. acknowledge that such Lender has no interest in the Solar System and
Environmental Attributes and shall not gain any interest in the Solar System and Environmental
Attributes by virtue of the Landlord's or the Tenant's performance or breach of this Lease, and
a.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Access Rights,,This document does not contain any information regarding Site Access Rights.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Control Terms,,"This document does not contain any information regarding the term ""Site Control Terms"" or ""DEFINITION: Allows us to actually construct and operate a project, making any decisions and changes"".",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Lease Prepayment (Amount),,This document does not contain any information regarding a front-loaded payment early in the lease term.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Site Lease Prepayment (Y/N),,This document does not contain any information regarding a front-loaded payment early in the lease term.,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Summary of Economic Terms,,"This context does not contain any information about the term ""Summary of Economic Terms"" or the definition ""Costs and other payments made from one party to another"". Therefore, I cannot extract the requested data from the provided context.",,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination & Removal - Lessee,"If this Lease has not terminated earlier pursuant to Subparagraph l.D.2 or Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost and expense, remove the Solar System from the Premises and restore the License Areas in accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations survive the termination of this Lease until said Removal Obligations are fully completed. Tenant shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date. Upon Tenant's completion of the Removal Obligations, the Landlord and Tenant shall have no further obligations to each other by reason of this Lease.",,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination & Removal - Lessor,,,,,
Site Lease - Blue Sky- Felicita Town Center.pdf,Termination - Notice Requirements,,,,,
Site Lease - GLD - Canton (ES).pdf,Amendments and/or Estoppels,,"(a) Owner or Tenant shall from time to time, within ten (10) days after receipt of the other
party's written request therefor, deliver a written statement addressed to the requesting party and/or to any
Financing Entity (as specified by Tenant) (each an “Estoppel Certificate”) certifying all or some of the
below:
(i) That the Agreement is unmodified and in full force and effect (or if modified, a
brief description of such modification and that this Agreement as so modified is in full force and
effect);
(ii) That the Agreement attached to the Estoppel Certificate is a true and correct copy
of this Agreement, and all amendments hereto, and constitutes the entire agreement between Owner
and Tenant relating to the Solar Facility;
(iii) That to the knowledge of Owner, Tenant has not previously assigned or
hypothecated its rights or interests under this Agreement, except as described in such Estoppel
Certificate with as much specificity as Owner is able to provide;
(iv) The term of this Agreement and the Annual Rent then in effect and any additional
charges pursuant to this Lease;
(v)
The date through which Tenant has paid the Rent;
(vi)
Neither party to the Agreement is in default nor has either breached the Agreement
and, to the best of Owner's knowledge, no facts or circumstances exist which, with the passage of
time or the giving of notice or both, would constitute a default or breach by either such party under
this Agreement;",,,
Site Lease - GLD - Canton (ES).pdf,Assignment by Lessee,"Upon notice to Owner, Tenant shall have the right to assign or transfer its rights under this Agreement, in whole or in part, to any person or any business entity at any time, subject to the assignee assuming all of Tenant's obligations hereunder. A",,,,
Site Lease - GLD - Canton (ES).pdf,Assignment by Lessor,Owner may assign its rights and obligations under this Agreement to its successor in interest in and to the Property without the prior consent of Tenant.,,,,
Site Lease - GLD - Canton (ES).pdf,Co-terminus with PPA (Y/N),,This document does not contain any information regarding the term of the lease and PPA running concurrently.,,,
Site Lease - GLD - Canton (ES).pdf,Default,,,,,
Site Lease - GLD - Canton (ES).pdf,Effective Date,,"""Effective Date"" is defined in the preamble of this Lease",,,
Site Lease - GLD - Canton (ES).pdf,Eminent Domain,,"If the whole or substantially the whole of the Buildings,
Improvements or the Premises should be taken for any public or quasi-public use, by right of
eminent domain or otherwise, or should be sold in lieu of condemnation, then this Lease shall
terminate as of the date when physical possession of the Buildings, Improvements or the Premises
is taken by the condemning authority. If less than the whole or substantially the whole of the
Buildings, Improvements or the Premises is thus taken or sold, Landlord (whether or not the
Premises is affected thereby) may in its reasonable discretion terminate this Lease by giving
written notice thereof to Tenant in which event this Lease shall terminate as of the date when
physical possession of such portion of the Buildings, Improvements or Premises is taken by the",,,
Site Lease - GLD - Canton (ES).pdf,Expiration Date,"Expiring on the twentieth (20th) anniversary of the Commencement D ate, unless otherwise terminated at an earlier date in accordance with
the terms of this Agreement.",,,,
Site Lease - GLD - Canton (ES).pdf,Fee Simple Lessor  (Y/N),Owner is the fee owner of the Premises and the Easements and the lands immediately adjacent,,,,
Site Lease - GLD - Canton (ES).pdf,Fee Simple Owner (Y/N),,This document does not contain any information regarding fee simple ownership of land.,,,
Site Lease - GLD - Canton (ES).pdf,First Payment Due,"Starting on the Commencement Date, Tenant shall pay to Owner an annual base rent (""Annual Rent"") as set forth below.",,,,
Site Lease - GLD - Canton (ES).pdf,Force Majeure,,"""Event of Force Majeure"" under this Lease, means: any acts of God, fire, volcano,
earthquake, hurricane, blizzard, prolonged severe weather conditions, infectious disease,
technological disaster, catastrophe, large scale infestation of any type, tremors, flood, explosion,
release of nuclear radiation, release of biotoxic or of biochemical agent(s), the elements, war,
blockade, riots, mob violence or civil disturbance, any act or acts of terrorism, an inability to
procure goods or services or a general shortage of labor, equipment, facilities, energy, materials or
supplies in the open market, failure of transportation, strikes, walkouts, actions of labor unions,
governmentally imposed moratoriums or court orders. Performance under this Lease shall be
excused by an Event of Force Majeure for the length of the delay caused by the Event of Force
Majeure",,,
Site Lease - GLD - Canton (ES).pdf,Governing Law,,,,,
Site Lease - GLD - Canton (ES).pdf,Initial Term,"The operating term of this Agreement (the ""Operations Term"") shall be twenty (20) years, commencing on the date that Central Maine Power (""CMP"") issues the Permission to Operate (PTO) or the final analogous permit or approval allowing the Project to begin delivering electrical output to the grid at its rated capacity (the ""Commencement Date"")","D. Term and Earlier Termination.
1. Term. The term (“Term”) of this Lease shall commence on the Effective Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be terminated in accordance with the provisions of this Lease.",243.0,0.7063953488372093,0.742913712069569
Site Lease - GLD - Canton (ES).pdf,Lessee (Tenant) Entity Name,"By and between PWH Properties, LLC (""Owner""), and Canton G LC Solar, LLC a Maine limited liability company (""Tenant"").",,,,
Site Lease - GLD - Canton (ES).pdf,Lessor (Landlord) Entity Name,"By and between PWH Properties, LLC (""Owner""), and Canton G LC Solar, LLC a Maine limited liability company (""Tenant"").",This document does not contain any information regarding the term specified.,89.0,0.7542372881355932,0.5456647446945222
Site Lease - GLD - Canton (ES).pdf,Liens,"4(e)- Tenant shall have the right to discharge all liens indicated in the title report and deduct the cost thereof from the Rent.
16(b)- Owner hereby waives any and all lien rights and/or security interests it may have, statutory or otherwise, in or otherwise with regard to the Solar Facility.","(e) If the state of title to the Property as set forth in the Title Report indicates any liens, claims
or encumbrances which may interfere with Tenant's use and operation of the Premises and/or the
Easements, Tenant shall have the right but not the obligation to either (i) discharge such liens, claims and/or
encumbrances, if possible, and deduct the cost thereof from the Rent to become due hereunder, or (ii)
terminate this Lease by providing written notice thereof to Owner. Provided, however, the Owner shall
have thirty (30) days upon receipt of notice to clear any title issues prior to any action by Tenant. Upon and
after such termination, neither Owner nor Tenant shall have any further obligation or liability under this
Agreement except as otherwise expressly provided herein; for the avoidance of doubt, in the event that
Tenant determines not to construct the Facility pursuant to this subparagraph, then the Tenant Project
Documents will be assigned to Owner or its assigns at no additional cost to Owner",803.0,0.788027477919529,0.8971549316317105
Site Lease - GLD - Canton (ES).pdf,Non-Disturbance Requirements,,"""SNDA"" means a subordination, non-disturbance and attornment agreement from a
Lender. Such SNDA shall:
a. acknowledge and consent to the Tenant's rights in the Premises and License Areas,
b. acknowledge that such Lender has no interest in the Solar System and
Environmental Attributes and shall not gain any interest in the Solar System and Environmental
Attributes by virtue of the Landlord's or the Tenant's performance or breach of this Lease, and
c. provide that the Lender shall not disturb Tenant's possession of the Premises and License
Areas, and shall attorn to any successor in interest of Tenant in the event of a transfer of Tenant's
interest in the Premises and License Areas, and shall not interfere with Tenant's quiet enjoyment of
the Premises and License Areas, so long as Tenant is not in default under this Lease.",,,
Site Lease - GLD - Canton (ES).pdf,Payment Terms,"3. Tenant shall pay to Owner an annual base rent (""Annual Rent"") as set forth below. Except as otherwise specifically provided in this Lease, all
rent shall be paid in equal quarterly installments in advance, without demand or setoff, no later than the first day of each January, April, July and October of each lease year;",This context does not contain any information about the amount owed for annual lease payments.,264.0,0.8148148148148148,0.69885529666681
Site Lease - GLD - Canton (ES).pdf,"Per Per ($/kWH, $/kW, $/MW, $/MWh, etc.)",,This document does not contain any information regarding the term you specified.,,,
Site Lease - GLD - Canton (ES).pdf,Prevailing Party Provision (Y/N),The prevailing party in any action or proceeding in court to enforce the terms of this Agreement shall be entitled to receive its reasonable attorneys' fees and other reasonable enforcement costs and expenses from the non-prevailing party.,This document does not contain any information regarding the prevailing party provision.,187.0,0.7824267782426778,0.6651429244442448
Site Lease - GLD - Canton (ES).pdf,Property Size,"Hereby demises and leases to Tenant, and Tenant hereby leases from Owner, for the purposes described herein, ±19.9 acres thereof (the ""Premises""),",,,,
Site Lease - GLD - Canton (ES).pdf,Property Tax ($),,"Section 8. Taxes. As of the Effective Date, Tenant agrees to pay or cause to be paid when due all
state and local personal property taxes, real estate taxes, municipal charges and assessments due against the
Solar Facility. Nothing in this Section 8 shall be construed as limiting Tenant's right to contest, appeal or
challenge any tax assessment. If property taxes associated solely with the Premises cannot be reasonably
determined, property taxes shall be pro-rated based on land area and the value of the land improvements as
shown on the assessment records of the town. Property taxes, including personal property taxes levied solely
on the Project on the Premises associated with the Project, shall be paid by the Tenant",,,
Site Lease - GLD - Canton (ES).pdf,Purchase Options,"Upon Owner's exercise of the right of first offer, Owner shall thereupon enter into a purchase and sale agreement with the Tenant upon the offered terms and conditions and the conveyance shall be required to close within thirty (30) days.",This document does not contain any information regarding purchase options.,194.0,0.8151260504201681,0.6183405789908221
Site Lease - GLD - Canton (ES).pdf,Quiet Enjoyment,,"2. Landlord's Interest in Premises/Tenant's Quiet Enjoyment. Landlord
represents, warrants and covenants that Landlord (check appropriate box) [X] is the fee title owner
of the Property or [_] has a leasehold interest in the Property, in which event Landlord represents,
warrants and covenants that Landlord has a valid leasehold interest in the Property and that
Landlord is not in default of its lease. Landlord represents, warrants and covenants that Landlord
has lawful authorization to use and occupy the Premises and that Tenant, subject to all of the
terms and conditions of this Lease, and provided that Tenant has not committed or suffered to be
22
committed a Tenant Event of Default, shall have quiet and peaceful possession of the Premises
for the permitted Use, free from any claim of any Person of superior title thereto without
hindrance to or interference with or molestation of Tenant's quiet enjoyment thereof, throughout
the Term",,,
