project,date,energy_produced_mwh,energy_expected_mwh,availability_pct
desert_bloom,2024-07-11,527.15,539.35,98.67
desert_bloom,2024-07-12,620.94,539.35,99.83
desert_bloom,2024-07-13,441.45,539.35,99.56
desert_bloom,2024-07-14,449.35,539.35,100.0
desert_bloom,2024-07-15,396.8,539.35,100.0
desert_bloom,2024-07-16,611.52,539.35,96.81
desert_bloom,2024-07-17,524.65,539.35,100.0
desert_bloom,2024-07-18,637.45,539.35,96.48
desert_bloom,2024-07-19,688.26,539.35,99.2
desert_bloom,2024-07-20,730.69,539.35,95.58
desert_bloom,2024-07-21,604.54,539.35,99.51
desert_bloom,2024-07-22,607.85,539.35,96.22
desert_bloom,2024-07-23,419.61,539.35,97.16
desert_bloom,2024-07-24,611.93,539.35,96.75
desert_bloom,2024-07-25,542.61,539.35,98.46
desert_bloom,2024-07-26,741.63,539.35,96.08
desert_bloom,2024-07-27,481.11,539.35,95.55
desert_bloom,2024-07-28,654.19,539.35,97.1
desert_bloom,2024-07-29,628.25,539.35,98.1
desert_bloom,2024-07-30,332.83,539.35,100.0
desert_bloom,2024-07-31,680.59,539.35,100.0
desert_bloom,2024-08-01,365.73,529.55,92.35
desert_bloom,2024-08-02,584.38,529.55,91.39
desert_bloom,2024-08-03,437.32,529.55,92.85
desert_bloom,2024-08-04,686.84,529.55,92.95
desert_bloom,2024-08-05,374.11,529.55,89.66
desert_bloom,2024-08-06,670.71,529.55,92.85
desert_bloom,2024-08-07,539.2,529.55,92.39
desert_bloom,2024-08-08,415.47,529.55,92.82
desert_bloom,2024-08-09,445.95,529.55,90.43
desert_bloom,2024-08-10,469.77,529.55,89.03
desert_bloom,2024-08-11,316.86,529.55,89.64
desert_bloom,2024-08-12,678.88,529.55,89.34
desert_bloom,2024-08-13,514.17,529.55,93.55
desert_bloom,2024-08-14,565.05,529.55,88.36
desert_bloom,2024-08-15,566.14,529.55,93.44
desert_bloom,2024-08-16,370.56,529.55,90.27
desert_bloom,2024-08-17,524.59,529.55,91.3
desert_bloom,2024-08-18,475.05,529.55,91.13
desert_bloom,2024-08-19,442.84,529.55,87.68
desert_bloom,2024-08-20,620.5,529.55,91.98
desert_bloom,2024-08-21,588.23,529.55,89.85
desert_bloom,2024-08-22,380.43,529.55,89.65
desert_bloom,2024-08-23,479.41,529.55,91.98
desert_bloom,2024-08-24,405.49,529.55,90.12
desert_bloom,2024-08-25,431.83,529.55,88.43
desert_bloom,2024-08-26,526.8,529.55,91.73
desert_bloom,2024-08-27,627.77,529.55,89.47
desert_bloom,2024-08-28,427.36,529.55,89.39
desert_bloom,2024-08-29,479.32,529.55,91.59
desert_bloom,2024-08-30,470.08,529.55,88.95
desert_bloom,2024-08-31,538.65,529.55,92.44
desert_bloom,2024-09-01,289.81,481.33,83.47
desert_bloom,2024-09-02,448.99,481.33,82.44
desert_bloom,2024-09-03,406.57,481.33,83.17
desert_bloom,2024-09-04,460.33,481.33,83.46
desert_bloom,2024-09-05,384.22,481.33,86.51
desert_bloom,2024-09-06,422.77,481.33,84.55
desert_bloom,2024-09-07,377.94,481.33,85.11
desert_bloom,2024-09-08,278.52,481.33,87.09
desert_bloom,2024-09-09,438.06,481.33,86.01
desert_bloom,2024-09-10,548.54,481.33,87.7
desert_bloom,2024-09-11,526.6,481.33,86.32
desert_bloom,2024-09-12,454.72,481.33,85.29
desert_bloom,2024-09-13,548.16,481.33,84.85
desert_bloom,2024-09-14,326.15,481.33,85.83
desert_bloom,2024-09-15,481.36,481.33,85.76
desert_bloom,2024-09-16,311.5,481.33,83.71
desert_bloom,2024-09-17,336.75,481.33,85.24
desert_bloom,2024-09-18,296.96,481.33,86.16
desert_bloom,2024-09-19,402.99,481.33,84.45
desert_bloom,2024-09-20,412.37,481.33,83.24
desert_bloom,2024-09-21,440.44,481.33,85.5
desert_bloom,2024-09-22,510.23,481.33,86.59
desert_bloom,2024-09-23,326.15,481.33,84.11
desert_bloom,2024-09-24,525.64,481.33,87.72
desert_bloom,2024-09-25,421.61,481.33,85.28
desert_bloom,2024-09-26,401.34,481.33,83.32
desert_bloom,2024-09-27,340.59,481.33,84.02
desert_bloom,2024-09-28,443.73,481.33,82.99
desert_bloom,2024-09-29,359.26,481.33,85.73
desert_bloom,2024-09-30,286.04,481.33,85.39
desert_bloom,2024-10-01,366.82,402.06,91.87
desert_bloom,2024-10-02,273.79,402.06,86.99
desert_bloom,2024-10-03,432.86,402.06,88.97
desert_bloom,2024-10-04,434.65,402.06,90.78
desert_bloom,2024-10-05,480.96,402.06,88.07
desert_bloom,2024-10-06,234.58,402.06,87.63
desert_bloom,2024-10-07,412.87,402.06,88.18
desert_bloom,2024-10-08,444.68,402.06,87.88
desert_bloom,2024-10-09,420.48,402.06,87.56
desert_bloom,2024-10-10,499.24,402.06,87.52
desert_bloom,2024-10-11,248.22,402.06,90.94
desert_bloom,2024-10-12,454.26,402.06,91.16
desert_bloom,2024-10-13,289.84,402.06,90.64
desert_bloom,2024-10-14,302.76,402.06,91.98
desert_bloom,2024-10-15,345.54,402.06,92.78
desert_bloom,2024-10-16,410.35,402.06,89.44
desert_bloom,2024-10-17,339.76,402.06,88.92
desert_bloom,2024-10-18,487.85,402.06,87.51
desert_bloom,2024-10-19,488.46,402.06,91.85
desert_bloom,2024-10-20,405.44,402.06,91.28
desert_bloom,2024-10-21,437.96,402.06,91.72
desert_bloom,2024-10-22,374.27,402.06,89.49
desert_bloom,2024-10-23,389.59,402.06,91.98
desert_bloom,2024-10-24,386.03,402.06,92.16
desert_bloom,2024-10-25,307.9,402.06,90.54
desert_bloom,2024-10-26,292.79,402.06,91.98
desert_bloom,2024-10-27,271.82,402.06,91.66
desert_bloom,2024-10-28,370.42,402.06,91.08
desert_bloom,2024-10-29,271.56,402.06,92.56
desert_bloom,2024-10-30,294.52,402.06,89.81
desert_bloom,2024-10-31,448.95,402.06,90.75
desert_bloom,2024-11-01,355.54,344.53,97.76
desert_bloom,2024-11-02,362.07,344.53,97.28
desert_bloom,2024-11-03,243.02,344.53,96.49
desert_bloom,2024-11-04,381.91,344.53,96.89
desert_bloom,2024-11-05,286.26,344.53,100.0
desert_bloom,2024-11-06,449.01,344.53,97.47
desert_bloom,2024-11-07,239.34,344.53,97.14
desert_bloom,2024-11-08,239.13,344.53,98.98
desert_bloom,2024-11-09,342.31,344.53,99.1
desert_bloom,2024-11-10,344.19,344.53,100.0
desert_bloom,2024-11-11,383.25,344.53,99.22
desert_bloom,2024-11-12,334.16,344.53,96.88
desert_bloom,2024-11-13,286.82,344.53,98.64
desert_bloom,2024-11-14,401.27,344.53,96.22
desert_bloom,2024-11-15,323.5,344.53,96.67
desert_bloom,2024-11-16,338.5,344.53,100.0
desert_bloom,2024-11-17,288.46,344.53,99.41
desert_bloom,2024-11-18,373.56,344.53,98.91
desert_bloom,2024-11-19,330.53,344.53,100.0
desert_bloom,2024-11-20,422.32,344.53,99.5
desert_bloom,2024-11-21,396.01,344.53,100.0
desert_bloom,2024-11-22,261.05,344.53,99.74
desert_bloom,2024-11-23,248.34,344.53,96.23
desert_bloom,2024-11-24,239.57,344.53,99.34
desert_bloom,2024-11-25,278.77,344.53,100.0
desert_bloom,2024-11-26,383.45,344.53,99.9
desert_bloom,2024-11-27,472.3,344.53,99.53
desert_bloom,2024-11-28,429.57,344.53,98.33
desert_bloom,2024-11-29,371.63,344.53,100.0
desert_bloom,2024-11-30,361.23,344.53,96.77
desert_bloom,2024-12-01,258.0,294.19,97.07
desert_bloom,2024-12-02,269.02,294.19,98.33
desert_bloom,2024-12-03,254.6,294.19,100.0
desert_bloom,2024-12-04,351.49,294.19,100.0
desert_bloom,2024-12-05,304.27,294.19,97.07
desert_bloom,2024-12-06,338.78,294.19,100.0
desert_bloom,2024-12-07,334.84,294.19,100.0
desert_bloom,2024-12-08,319.42,294.19,97.38
desert_bloom,2024-12-09,255.76,294.19,100.0
desert_bloom,2024-12-10,341.47,294.19,100.0
desert_bloom,2024-12-11,293.15,294.19,100.0
desert_bloom,2024-12-12,301.02,294.19,98.72
desert_bloom,2024-12-13,302.2,294.19,99.26
desert_bloom,2024-12-14,342.61,294.19,100.0
desert_bloom,2024-12-15,295.92,294.19,97.96
desert_bloom,2024-12-16,292.59,294.19,100.0
desert_bloom,2024-12-17,312.01,294.19,100.0
desert_bloom,2024-12-18,365.36,294.19,100.0
desert_bloom,2024-12-19,261.46,294.19,100.0
desert_bloom,2024-12-20,224.3,294.19,100.0
desert_bloom,2024-12-21,268.25,294.19,100.0
desert_bloom,2024-12-22,365.38,294.19,97.54
desert_bloom,2024-12-23,355.12,294.19,100.0
desert_bloom,2024-12-24,277.59,294.19,100.0
desert_bloom,2024-12-25,352.28,294.19,100.0
desert_bloom,2024-12-26,310.44,294.19,99.88
desert_bloom,2024-12-27,403.4,294.19,98.49
desert_bloom,2024-12-28,338.93,294.19,100.0
desert_bloom,2024-12-29,326.25,294.19,98.53
desert_bloom,2024-12-30,267.24,294.19,100.0
desert_bloom,2024-12-31,263.37,294.19,100.0
desert_bloom,2025-01-01,323.12,318.71,100.0
desert_bloom,2025-01-02,394.53,318.71,99.2
desert_bloom,2025-01-03,386.76,318.71,100.0
desert_bloom,2025-01-04,275.86,318.71,99.89
desert_bloom,2025-01-05,376.2,318.71,100.0
desert_bloom,2025-01-06,312.16,318.71,99.62
desert_bloom,2025-01-07,354.3,318.71,100.0
desert_bloom,2025-01-08,252.3,318.71,100.0
desert_bloom,2025-01-09,306.91,318.71,100.0
desert_bloom,2025-01-10,430.19,318.71,100.0
desert_bloom,2025-01-11,281.73,318.71,100.0
desert_bloom,2025-01-12,412.74,318.71,97.09
desert_bloom,2025-01-13,247.44,318.71,100.0
desert_bloom,2025-01-14,448.02,318.71,99.48
desert_bloom,2025-01-15,253.64,318.71,100.0
desert_bloom,2025-01-16,328.47,318.71,100.0
desert_bloom,2025-01-17,254.51,318.71,98.64
desert_bloom,2025-01-18,265.54,318.71,100.0
desert_bloom,2025-01-19,363.27,318.71,97.9
desert_bloom,2025-01-20,266.82,318.71,100.0
desert_bloom,2025-01-21,304.9,318.71,97.74
desert_bloom,2025-01-22,290.61,318.71,98.41
desert_bloom,2025-01-23,247.41,318.71,100.0
desert_bloom,2025-01-24,319.02,318.71,99.53
desert_bloom,2025-01-25,299.15,318.71,100.0
desert_bloom,2025-01-26,283.68,318.71,100.0
desert_bloom,2025-01-27,254.17,318.71,99.78
desert_bloom,2025-01-28,276.44,318.71,100.0
desert_bloom,2025-01-29,390.66,318.71,100.0
desert_bloom,2025-01-30,327.96,318.71,100.0
desert_bloom,2025-01-31,383.28,318.71,97.17
desert_bloom,2025-02-01,465.36,390.86,100.0
desert_bloom,2025-02-02,492.69,390.86,100.0
desert_bloom,2025-02-03,404.41,390.86,99.54
desert_bloom,2025-02-04,442.01,390.86,97.44
desert_bloom,2025-02-05,371.57,390.86,97.95
desert_bloom,2025-02-06,310.97,390.86,100.0
desert_bloom,2025-02-07,451.5,390.86,100.0
desert_bloom,2025-02-08,369.68,390.86,99.79
desert_bloom,2025-02-09,501.43,390.86,98.93
desert_bloom,2025-02-10,345.44,390.86,97.74
desert_bloom,2025-02-11,559.3,390.86,100.0
desert_bloom,2025-02-12,579.14,390.86,100.0
desert_bloom,2025-02-13,394.24,390.86,96.98
desert_bloom,2025-02-14,397.56,390.86,100.0
desert_bloom,2025-02-15,446.19,390.86,100.0
desert_bloom,2025-02-16,439.98,390.86,98.3
desert_bloom,2025-02-17,314.49,390.86,100.0
desert_bloom,2025-02-18,451.46,390.86,97.28
desert_bloom,2025-02-19,528.85,390.86,98.71
desert_bloom,2025-02-20,332.4,390.86,100.0
desert_bloom,2025-02-21,347.31,390.86,97.48
desert_bloom,2025-02-22,432.89,390.86,99.62
desert_bloom,2025-02-23,466.43,390.86,100.0
desert_bloom,2025-02-24,402.51,390.86,97.83
desert_bloom,2025-02-25,329.22,390.86,99.84
desert_bloom,2025-02-26,423.11,390.86,97.1
desert_bloom,2025-02-27,357.56,390.86,100.0
desert_bloom,2025-02-28,420.97,390.86,100.0
desert_bloom,2025-03-01,470.04,416.77,96.83
desert_bloom,2025-03-02,455.42,416.77,97.46
desert_bloom,2025-03-03,380.66,416.77,100.0
desert_bloom,2025-03-04,317.41,416.77,100.0
desert_bloom,2025-03-05,337.71,416.77,100.0
desert_bloom,2025-03-06,327.13,416.77,97.57
desert_bloom,2025-03-07,302.99,416.77,97.75
desert_bloom,2025-03-08,395.95,416.77,96.79
desert_bloom,2025-03-09,455.33,416.77,98.65
desert_bloom,2025-03-10,293.19,416.77,100.0
desert_bloom,2025-03-11,459.04,416.77,99.56
desert_bloom,2025-03-12,493.11,416.77,97.36
desert_bloom,2025-03-13,478.29,416.77,96.96
desert_bloom,2025-03-14,546.69,416.77,99.83
desert_bloom,2025-03-15,467.47,416.77,97.07
desert_bloom,2025-03-16,403.37,416.77,100.0
desert_bloom,2025-03-17,469.92,416.77,97.15
desert_bloom,2025-03-18,325.3,416.77,97.1
desert_bloom,2025-03-19,378.66,416.77,99.99
desert_bloom,2025-03-20,432.7,416.77,99.89
desert_bloom,2025-03-21,422.2,416.77,97.3
desert_bloom,2025-03-22,521.85,416.77,100.0
desert_bloom,2025-03-23,521.26,416.77,97.99
desert_bloom,2025-03-24,375.42,416.77,98.74
desert_bloom,2025-03-25,398.88,416.77,97.28
desert_bloom,2025-03-26,422.38,416.77,98.95
desert_bloom,2025-03-27,375.49,416.77,97.11
desert_bloom,2025-03-28,443.14,416.77,97.28
desert_bloom,2025-03-29,526.27,416.77,100.0
desert_bloom,2025-03-30,450.96,416.77,98.68
desert_bloom,2025-03-31,311.23,416.77,100.0
desert_bloom,2025-04-01,347.06,466.13,100.0
desert_bloom,2025-04-02,467.99,466.13,100.0
desert_bloom,2025-04-03,615.92,466.13,100.0
desert_bloom,2025-04-04,580.42,466.13,100.0
desert_bloom,2025-04-05,380.73,466.13,100.0
desert_bloom,2025-04-06,366.63,466.13,100.0
desert_bloom,2025-04-07,397.2,466.13,96.94
desert_bloom,2025-04-08,587.3,466.13,99.3
desert_bloom,2025-04-09,384.78,466.13,97.08
desert_bloom,2025-04-10,494.63,466.13,99.42
desert_bloom,2025-04-11,409.66,466.13,100.0
desert_bloom,2025-04-12,560.68,466.13,97.41
desert_bloom,2025-04-13,309.32,466.13,100.0
desert_bloom,2025-04-14,484.87,466.13,100.0
desert_bloom,2025-04-15,459.08,466.13,98.54
desert_bloom,2025-04-16,480.4,466.13,99.48
desert_bloom,2025-04-17,431.92,466.13,99.82
desert_bloom,2025-04-18,447.81,466.13,99.27
desert_bloom,2025-04-19,425.6,466.13,98.71
desert_bloom,2025-04-20,347.21,466.13,98.43
desert_bloom,2025-04-21,360.24,466.13,100.0
desert_bloom,2025-04-22,365.92,466.13,100.0
desert_bloom,2025-04-23,518.47,466.13,100.0
desert_bloom,2025-04-24,388.28,466.13,97.15
desert_bloom,2025-04-25,377.53,466.13,100.0
desert_bloom,2025-04-26,503.53,466.13,100.0
desert_bloom,2025-04-27,396.27,466.13,97.03
desert_bloom,2025-04-28,459.83,466.13,100.0
desert_bloom,2025-04-29,636.31,466.13,97.43
desert_bloom,2025-04-30,524.88,466.13,100.0
desert_bloom,2025-05-01,577.39,480.52,100.0
desert_bloom,2025-05-02,634.1,480.52,98.22
desert_bloom,2025-05-03,348.33,480.52,100.0
desert_bloom,2025-05-04,588.43,480.52,97.87
desert_bloom,2025-05-05,564.89,480.52,100.0
desert_bloom,2025-05-06,553.49,480.52,100.0
desert_bloom,2025-05-07,525.6,480.52,100.0
desert_bloom,2025-05-08,615.17,480.52,97.71
desert_bloom,2025-05-09,354.07,480.52,98.62
desert_bloom,2025-05-10,364.54,480.52,99.85
desert_bloom,2025-05-11,424.75,480.52,97.15
desert_bloom,2025-05-12,509.02,480.52,100.0
desert_bloom,2025-05-13,610.3,480.52,99.85
desert_bloom,2025-05-14,483.15,480.52,100.0
desert_bloom,2025-05-15,592.71,480.52,100.0
desert_bloom,2025-05-16,502.18,480.52,99.66
desert_bloom,2025-05-17,333.89,480.52,97.43
desert_bloom,2025-05-18,574.43,480.52,100.0
desert_bloom,2025-05-19,439.71,480.52,98.29
desert_bloom,2025-05-20,459.61,480.52,99.94
desert_bloom,2025-05-21,371.96,480.52,98.5
desert_bloom,2025-05-22,437.37,480.52,100.0
desert_bloom,2025-05-23,595.89,480.52,97.2
desert_bloom,2025-05-24,387.66,480.52,98.51
desert_bloom,2025-05-25,577.47,480.52,100.0
desert_bloom,2025-05-26,565.44,480.52,100.0
desert_bloom,2025-05-27,364.47,480.52,100.0
desert_bloom,2025-05-28,526.55,480.52,100.0
desert_bloom,2025-05-29,579.0,480.52,99.06
desert_bloom,2025-05-30,625.06,480.52,100.0
desert_bloom,2025-05-31,623.97,480.52,100.0
desert_bloom,2025-06-01,401.51,532.0,97.36
desert_bloom,2025-06-02,572.47,532.0,100.0
desert_bloom,2025-06-03,721.78,532.0,97.13
desert_bloom,2025-06-04,524.97,532.0,97.69
desert_bloom,2025-06-05,448.49,532.0,100.0
desert_bloom,2025-06-06,684.67,532.0,97.89
desert_bloom,2025-06-07,504.89,532.0,100.0
desert_bloom,2025-06-08,446.45,532.0,98.61
desert_bloom,2025-06-09,609.79,532.0,100.0
desert_bloom,2025-06-10,521.5,532.0,99.71
desert_bloom,2025-06-11,621.61,532.0,100.0
desert_bloom,2025-06-12,687.56,532.0,98.59
desert_bloom,2025-06-13,504.84,532.0,100.0
desert_bloom,2025-06-14,699.35,532.0,97.73
desert_bloom,2025-06-15,477.48,532.0,100.0
desert_bloom,2025-06-16,490.2,532.0,100.0
desert_bloom,2025-06-17,610.39,532.0,100.0
desert_bloom,2025-06-18,522.04,532.0,97.78
desert_bloom,2025-06-19,588.16,532.0,98.23
desert_bloom,2025-06-20,499.51,532.0,97.06
desert_bloom,2025-06-21,394.7,532.0,98.31
desert_bloom,2025-06-22,672.6,532.0,97.07
desert_bloom,2025-06-23,747.23,532.0,100.0
desert_bloom,2025-06-24,564.3,532.0,98.62
desert_bloom,2025-06-25,683.52,532.0,97.73
desert_bloom,2025-06-26,596.04,532.0,96.93
desert_bloom,2025-06-27,373.36,532.0,100.0
desert_bloom,2025-06-28,592.51,532.0,100.0
desert_bloom,2025-06-29,386.93,532.0,98.71
desert_bloom,2025-06-30,383.24,532.0,100.0
desert_bloom,2025-07-01,442.05,539.35,84.5
desert_bloom,2025-07-02,431.44,539.35,87.85
desert_bloom,2025-07-03,334.73,539.35,85.04
desert_bloom,2025-07-04,589.28,539.35,84.34
desert_bloom,2025-07-05,458.35,539.35,87.89
desert_bloom,2025-07-06,326.71,539.35,86.73
desert_bloom,2025-07-07,435.12,539.35,85.77
desert_bloom,2025-07-08,558.31,539.35,84.0
desert_bloom,2025-07-09,330.35,539.35,86.88
desert_bloom,2025-07-10,391.27,539.35,84.79
desert_bloom,2025-07-11,520.84,539.35,86.87
desert_bloom,2025-07-12,358.32,539.35,84.75
desert_bloom,2025-07-13,339.11,539.35,83.2
desert_bloom,2025-07-14,367.48,539.35,85.09
desert_bloom,2025-07-15,587.56,539.35,83.52
desert_bloom,2025-07-16,468.74,539.35,84.14
desert_bloom,2025-07-17,581.54,539.35,83.99
desert_bloom,2025-07-18,333.66,539.35,87.34
desert_bloom,2025-07-19,574.78,539.35,84.32
desert_bloom,2025-07-20,575.28,539.35,84.99
desert_bloom,2025-07-21,565.89,539.35,86.81
desert_bloom,2025-07-22,445.2,539.35,85.61
desert_bloom,2025-07-23,542.5,539.35,83.93
desert_bloom,2025-07-24,351.66,539.35,83.84
desert_bloom,2025-07-25,465.52,539.35,86.14
desert_bloom,2025-07-26,352.43,539.35,87.22
desert_bloom,2025-07-27,469.88,539.35,83.65
desert_bloom,2025-07-28,655.24,539.35,82.45
desert_bloom,2025-07-29,465.56,539.35,86.81
desert_bloom,2025-07-30,564.21,539.35,82.86
desert_bloom,2025-07-31,517.7,539.35,82.21
desert_bloom,2025-08-01,636.14,529.55,100.0
desert_bloom,2025-08-02,527.25,529.55,98.4
desert_bloom,2025-08-03,442.02,529.55,99.89
desert_bloom,2025-08-04,510.32,529.55,98.47
desert_bloom,2025-08-05,452.77,529.55,100.0
desert_bloom,2025-08-06,526.86,529.55,99.85
desert_bloom,2025-08-07,459.81,529.55,99.61
desert_bloom,2025-08-08,655.1,529.55,97.43
desert_bloom,2025-08-09,657.96,529.55,98.82
desert_bloom,2025-08-10,424.56,529.55,100.0
desert_bloom,2025-08-11,733.65,529.55,100.0
desert_bloom,2025-08-12,703.2,529.55,100.0
desert_bloom,2025-08-13,478.94,529.55,98.11
desert_bloom,2025-08-14,457.71,529.55,97.06
desert_bloom,2025-08-15,533.09,529.55,100.0
desert_bloom,2025-08-16,572.76,529.55,97.42
desert_bloom,2025-08-17,547.33,529.55,100.0
desert_bloom,2025-08-18,589.85,529.55,100.0
desert_bloom,2025-08-19,456.72,529.55,100.0
desert_bloom,2025-08-20,549.53,529.55,98.97
desert_bloom,2025-08-21,714.82,529.55,100.0
desert_bloom,2025-08-22,495.76,529.55,99.5
desert_bloom,2025-08-23,580.59,529.55,97.64
desert_bloom,2025-08-24,382.78,529.55,98.84
desert_bloom,2025-08-25,577.05,529.55,100.0
desert_bloom,2025-08-26,733.85,529.55,98.4
desert_bloom,2025-08-27,589.91,529.55,97.65
desert_bloom,2025-08-28,478.66,529.55,99.92
desert_bloom,2025-08-29,487.68,529.55,97.83
desert_bloom,2025-08-30,627.65,529.55,100.0
desert_bloom,2025-08-31,660.32,529.55,100.0
desert_bloom,2025-09-01,493.14,481.33,100.0
desert_bloom,2025-09-02,528.27,481.33,100.0
desert_bloom,2025-09-03,374.56,481.33,97.26
desert_bloom,2025-09-04,469.09,481.33,98.12
desert_bloom,2025-09-05,491.08,481.33,100.0
desert_bloom,2025-09-06,618.12,481.33,100.0
desert_bloom,2025-09-07,365.91,481.33,100.0
desert_bloom,2025-09-08,431.57,481.33,98.5
desert_bloom,2025-09-09,364.86,481.33,98.64
desert_bloom,2025-09-10,470.79,481.33,98.39
desert_bloom,2025-09-11,535.35,481.33,98.86
desert_bloom,2025-09-12,483.07,481.33,100.0
desert_bloom,2025-09-13,490.68,481.33,99.89
desert_bloom,2025-09-14,370.94,481.33,100.0
desert_bloom,2025-09-15,559.32,481.33,98.19
desert_bloom,2025-09-16,385.75,481.33,99.87
desert_bloom,2025-09-17,629.04,481.33,99.72
desert_bloom,2025-09-18,551.86,481.33,99.49
desert_bloom,2025-09-19,642.29,481.33,100.0
desert_bloom,2025-09-20,436.29,481.33,100.0
desert_bloom,2025-09-21,405.82,481.33,97.34
desert_bloom,2025-09-22,529.17,481.33,98.58
desert_bloom,2025-09-23,666.78,481.33,97.61
desert_bloom,2025-09-24,608.43,481.33,100.0
desert_bloom,2025-09-25,500.0,481.33,100.0
desert_bloom,2025-09-26,401.83,481.33,99.9
desert_bloom,2025-09-27,316.89,481.33,98.9
desert_bloom,2025-09-28,475.12,481.33,100.0
desert_bloom,2025-09-29,468.11,481.33,100.0
desert_bloom,2025-09-30,447.41,481.33,100.0
desert_bloom,2025-10-01,539.86,402.06,100.0
desert_bloom,2025-10-02,490.37,402.06,97.06
desert_bloom,2025-10-03,459.09,402.06,100.0
desert_bloom,2025-10-04,487.75,402.06,100.0
desert_bloom,2025-10-05,386.95,402.06,100.0
desert_bloom,2025-10-06,483.13,402.06,97.79
desert_bloom,2025-10-07,389.55,402.06,100.0
desert_bloom,2025-10-08,267.99,402.06,98.78
desert_bloom,2025-10-09,341.86,402.06,99.36
desert_bloom,2025-10-10,536.46,402.06,100.0
desert_bloom,2025-10-11,405.47,402.06,97.73
desert_bloom,2025-10-12,319.41,402.06,100.0
desert_bloom,2025-10-13,391.95,402.06,97.94
desert_bloom,2025-10-14,485.89,402.06,99.03
desert_bloom,2025-10-15,507.15,402.06,100.0
desert_bloom,2025-10-16,471.4,402.06,98.05
desert_bloom,2025-10-17,352.75,402.06,98.25
desert_bloom,2025-10-18,493.05,402.06,98.63
