Key Items,Instructions
First Payment Due,"## Finding First Payment Due Sections in Lease Agreements:

**Objective:** Locate and extract sections within a lease agreement document that specifically detail rent payment terms, including amounts, due dates, escalation clauses, and any relevant dates like Commencement Date or Commercial Operation Date. Focus on first payment due date in the answer.

**Instructions:**

1. **Keywords and Phrases:** Prioritize sections containing the following keywords and phrases:
    * Rent, Base Rent, Annual Rent, Lease Rate, Rent Rate
    * Payment, Payable, Due, Installments
    * Commencement Date, Commercial Operation Date, Rent Commencement Date, Effective Date
    * Escalation, Increase, Percentage
    * Term, Operating Term, Development Period
    * Dollar amounts ($) and numerical percentages (%)
2. **Section Identification:** Pay close attention to section headers, numbers, or labels (e.g., II.A.1b., 2.2, 5a.) that might indicate rent-related information.
3. **Dates and Timelines:** Identify and analyze dates and timelines mentioned within the text to understand the context and schedule of rent payments. Look for phrases like ""Commencing on,"" ""Beginning on,"" ""Anniversary,"" and specific dates.
4. **Structure and Formatting:** Be aware of common structural elements used to present rent details, such as:
    * Bullet points or numbered lists outlining payment amounts and schedules
    * Separate paragraphs dedicated to specific rent types (e.g., Base Rent, Additional Rent)
    * Tables or schedules showcasing rent escalation over time
5. **Contextual Clues:** Analyze the surrounding text to ensure the identified section truly refers to rent payments and not other financial terms or fees.
6. **Extract and Summarize:** Once a relevant section is identified, extract the key information including:
    * Rent amount and currency
    * Payment frequency (e.g., annual, quarterly, monthly)
    * Due dates or specific payment schedule
    * Escalation clauses and percentages
    * Relevant dates and timelines (e.g., Commencement Date, Commercial Operation Date)

**Example Output:**

Based on the analysis, provide a clear and concise summary of the rent payment terms, similar to the examples you have been provided. For instance:

* **""Rent commences on the Commercial Operation Date at $17,000 per year, payable annually with a 1% escalation starting on the first anniversary.""**
* **""Base Rent is $1,000 per acre per year, payable in monthly installments, with a 2% escalation beginning on the 8th anniversary of the Lease Commencement Date.""**

**Additional Notes:**

* Adapt your search based on the specific structure and language used in each lease agreement.
* If the document is lengthy or complex, consider using search functions within your document viewer to locate relevant keywords quickly.
* Pay attention to potential variations in terminology or phrasing.

By following these instructions, Gemini should be able to effectively identify and extract rent payment information from various lease agreement documents.
"
Expiration Date,"## Finding the Expiration Date in Lease agreement:

**Objective:** Locate and extract sections within a lease document that define the duration and key dates of the lease agreement. Search for Expiration Date, which is the date when the site lease agreement expires.

**Instructions:**

1. **Identify Sections with Term-Related Keywords:** Search for sections containing keywords such as ""term,"" ""lease term,"" ""operating term,"" ""development period,"" ""commencement date,"" ""expiration date,"" ""effective date,"" ""anniversary,"" ""renewal,"" ""extension,"" ""primary term,"" ""option term,"" ""decommissioning period,"" and similar variations.
2. **Focus on Numerical References:** Pay close attention to sections that include numerical values representing durations, typically in years, months, or specific dates. Examples include ""twenty (20) years,"" ""fifteenth (15th) anniversary,"" or ""December 31, 2045.""
3. **Look for Defined Terms:** Identify instances where specific terms like ""Commencement Date,"" ""Commercial Operation Date,"" or ""Effective Date"" are defined within the context of the lease duration.
4. **Analyze Clause Structure:** Common structures for lease term clauses include:
    * **Simple declaration:** ""The term of this Lease shall be twenty (20) years.""
    * **Defined periods:** ""The Lease Term shall consist of a Development Period of two (2) years and an Operating Period of twenty (20) years.""
    * **Commencement and expiration dates:** ""The Lease shall commence on January 1, 2024, and expire on December 31, 2043.""
    * **Anniversary-based expiration:** ""This Agreement shall expire on the twentieth (20th) anniversary of the Commencement Date.""
5. **Consider Contextual Clues:**
    * Look for sections discussing rent commencement, construction timelines, or operational milestones, as these often relate to the lease term.
    * Identify clauses outlining renewal or extension options, which provide further details about the potential duration of the lease.

**Output:**

Extract the specific text sections from the lease document that define the lease term, including commencement date, expiration date, and any relevant sub-periods or renewal options.

**Additional Notes:**

* Be aware of variations in language and formatting across different lease documents.
* Prioritize sections that explicitly define the ""Term"" or ""Lease Term.""
* If multiple sections seem relevant, extract them all and note any potential discrepancies or ambiguities.
"
Renewal Notice Term,"## Analysis of Lease Extension Clauses:

Both samples clearly relate to **lease extension options** within a lease agreement.  Let's break down the common elements and patterns to look for:

**Keywords:**

*   ""extend""
*   ""Renewal Term"" (often capitalized and sometimes abbreviated as ""RT"")
*   ""Term"" (often capitalized and referring to the overall lease duration)
*   ""Expiration Date""
*   ""written notice""

**Structure:**

1. **Trigger:**  Look for clauses starting with phrases like:
    *   ""Tenant shall have the right to...""
    *   ""Tenant may elect to...""
    *   ""Option to Extend...""

2. **Action:** The clause will then detail the action needed to extend, usually:
    *   Providing ""written notice"" to the landlord.
    *   Specifying a timeframe for this notice (e.g., ""prior to the Expiration Date"").

3. **Duration:** The clause will define the length of the extension:
    *   Specific number of years (e.g., ""five (5) years"").
    *   Reference to ""Renewal Term"" which may be defined elsewhere.

4. **Limitations:**  There might be limitations on the number of extensions or conditions for exercising the option.

**Additional Features:**

*   Clauses might be numbered or lettered (e.g., ""1b."")
*   Dates and numbers are typically written in both numerical and written form (e.g., ""two hundred and forty (240)"").
*   Defined terms like ""Renewal Term"" might be capitalized and have a plural form defined (e.g., ""Renewal Terms"").

## Prompt for Gemini LLM:

**Instruction:** Locate and extract the sections within the lease document that discuss the tenant's option to extend the lease term.

**Keywords to search for:**  extend, Renewal Term, Term, Expiration Date, written notice

**Additional instructions:**

*   Focus on sections that begin with phrases indicating tenant rights or options.
*   Identify the specific requirements for exercising the extension option, such as notice period and form of notice.
*   Extract the length of the extension period and any limitations on the number of extensions.
*   Pay attention to defined terms and their plural forms.
"
Site Lease Prepayment (Y/N),"## Analyzing Lease Document Text Samples:

** Objective ** Identify if there is a Prepayment mentioned in the provided context for Site Lease and answer YES or NO.
Based on the provided sample:

**Common Structure:**

* **Numbered Lists:** The text appears to be part of a numbered list (e.g., ""3.""). This indicates a structured format for different clauses or sections within the lease agreement.

**Keyword Patterns:**

* **Monetary Values:**  Look for numerical values representing dollar amounts (e.g., ""$2,500.00"").
* **Payment Terms:** Words like ""Down Payment,"" ""Deposit,"" ""Payment,"" or similar terms indicating financial transactions.
* **Agreement References:** Phrases like ""Option Agreement"" or references to other sections of the lease document.

**Text Features:**

* **Formal Language:** The sentence structure is formal and legalistic.
* **Specific Terminology:**  Presence of terms like ""parties"" and ""acknowledge"" suggest legal context.
* **Dates and Time References:** Look for mentions of specific dates or timeframes related to payments.

## Prompt for Gemini LLM:

**Objective:** Locate sections within the lease document that describe down payments or similar upfront financial obligations.

**Instructions:**

1. **Identify Numbered Lists:** Scan the document for numbered lists (e.g., ""1."", ""2."", ""3."" etc.).
2. **Search for Keywords:** Within the numbered lists, prioritize sections containing keywords like:
    * ""Down Payment""
    * ""Deposit""
    * ""Payment upon execution""
    * Dollar amounts (e.g., ""$[amount]"")
3. **Analyze Context:**  Read the surrounding sentences to ensure the identified section discusses an upfront payment related to the lease agreement.
4. **Extract Relevant Information:** Once a matching section is found, extract the details regarding the down payment amount, due date, and any referenced agreements.

**Example Prompt:**

> ""Search for sections in the lease document that describe a down payment or similar upfront financial obligation. Look for numbered lists and keywords such as 'Down Payment,' 'Deposit,' 'Payment upon execution,' and dollar amounts. Extract the details about the amount, due date, and any related agreements.""
"
Site Lease Prepayment (Amount),"## Analyzing Lease Document Text Samples:

Based on the provided sample:

**Common Structure:**

* **Numbered List:** The text starts with a number (""3."") indicating a list item within a larger agreement.
* **Descriptive Title:**  A clear title like ""Down Payment"" follows the number, specifying the topic of the section.
* **Amount:** A specific dollar amount is mentioned, often with both numerical and written representation (e.g., ""$2,500.00"" and ""Two Thousand, Five Hundred Dollars"").
* **Reference to Agreement or Action:** The text may refer to a specific agreement or action related to the payment, like ""execution of Option Agreement"".

**Keywords Patterns:**

* **Numbers:** Look for numerical values, especially those with dollar signs, indicating payments or financial details.
* **Payment Terms:** Words like ""Down Payment,"" ""Deposit,"" ""Payment,"" ""Fee,"" or similar terms often precede the amounts.
* **Agreement References:**  Keywords like ""Agreement,"" ""Lease,"" ""Contract,"" or specific agreement names (e.g., ""Option Agreement"") might be present.
* **Action Verbs:** Words like ""paid,"" ""executed,"" ""due,"" or similar action verbs often describe the transaction or event related to the payment.

**Features of Text:**

* **Formal Language:** The text uses formal language typical of legal documents.
* **Precise Amounts:**  The amounts are stated clearly and accurately with both numerical and written forms.
* **References to Other Sections or Documents:** The text may refer to other sections of the lease document or related agreements.

## Prompt for Gemini LLM:

**Objective:** Locate sections in the lease document that describe specific payments or financial obligations.

**Instructions:**

1. **Identify Numbered Lists:** Search for numbered lists within the document, as they often indicate different clauses or sections of the agreement.
2. **Focus on Payment Titles:**  Pay close attention to titles or headings following the numbers, such as ""Down Payment,"" ""Security Deposit,"" ""Monthly Rent,"" etc.
3. **Extract Amounts:** Locate and extract the specific dollar amounts mentioned in these sections, including both numerical and written representations.
4. **Note Related Agreements or Actions:** Identify any references to related agreements (e.g., ""Option Agreement"") or actions (e.g., ""upon signing"").
5. **Contextualize the Information:** Provide surrounding text or the entire section for better understanding of the payment's purpose and conditions.

**Example Prompts:**

* ""Find all sections in the document that discuss a down payment, including the amount and any related agreements.""
* ""Extract the dollar amount specified for the security deposit and the conditions for its return.""
* ""Identify any sections mentioning monthly rent, including the due date and late payment penalties.""

**Additional Tips:**

* You can refine the search by providing specific keywords or amounts.
* Use proximity search features to find keywords that appear near each other.
* If the document is lengthy, consider dividing it into sections for easier analysis.
"
Removal Timeline & Expectations,"## Finding Removal Timeline & Expectations

**Objective:**

Locate and extract sections within a lease document that pertain to the removal of tenant property/systems upon lease termination or expiration.

**Keywords and Patterns:**

* **Termination/Expiration:** Look for sections containing terms like ""termination,"" ""expiration,"" ""end of term,"" ""renewal term,"" ""final term.""
* **Removal:** Search for terms related to removal of property like ""remove,"" ""removal obligations,"" ""decommissioning,"" ""restore,"" ""vacate.""
* **Property/System:** Identify terms specifying the property in question, such as ""system,"" ""solar facility,"" ""equipment,"" ""tangible property,"" ""trade fixtures,"" ""personal property.""
* **Timeframes:** Pay attention to clauses mentioning specific timeframes for removal like ""within [number] days,"" ""[number]-day period,"" ""on or before [date].""
* **Costs:**  Look for mentions of who bears the cost of removal - ""at tenant's expense,"" ""at lessee's sole cost,"" ""developer shall be obligated.""
* **Consequences of Non-Compliance:** Identify any penalties for failure to remove property, like ""rent increase,"" ""financial penalties,"" ""liability for damages.""

**Sections/Clauses to Target:**

* **Termination Clauses:** Sections outlining conditions and processes for ending the lease agreement.
* **Removal Obligations:** Specific clauses detailing the tenant's responsibility to remove property.
* **Restoration Clauses:**  Sections addressing the restoration of the premises to its original condition.
* **Holdover Provisions:** Clauses outlining consequences for failing to vacate or remove property on time.
* **Exhibit/Schedule References:** Look for references to exhibits or schedules that might contain specific details about removal procedures or timelines.

**Instructions for Gemini:**

1. **Analyze the provided lease document.**
2. **Identify sections containing the keywords and patterns mentioned above.**
3. **Extract the relevant paragraphs or clauses related to removal obligations upon lease termination or expiration.**
4. **Present the extracted sections with clear headings or labels indicating their context (e.g., ""Removal Timeframe,"" ""Cost Responsibility,"" ""Penalties for Non-Compliance"").**

**Additional Tips:**

* Be aware of synonyms and variations of keywords.
* Consider the context and overall structure of the lease agreement.
* Pay attention to defined terms and their usage within the document.
* If the document is lengthy, consider using search functions or text analysis tools to expedite the process.

**By following these guidelines, Gemini should be able to effectively locate and extract the desired information from the lease document.**
"
Fee Simple Owner (Y/N),"## Identifying Fee Simple Owner(Y/N)

**Objective:** Identify sections within a lease document that confirm the Lessor's ownership of the property, specifically focusing on fee simple title and potential encumbrances. Answer YES or NO.

**Instructions:**

1. **Keywords:** Prioritize sections containing the following keywords or their variations:
    * **Ownership Indicators:** ""fee simple,"" ""title,"" ""owner,"" ""lessor,"" ""landlord""
    * **Property Identifiers:** ""premises,"" ""property,"" ""parcel,"" ""tract,"" along with potential exhibit or attachment references (e.g., ""Exhibit A,"" ""Attachment B"").
    * **Encumbrance Indicators:** ""liens,"" ""encumbrances,"" ""mortgage,"" ""subordination.""

2. **Section Titles & Headings:** Pay close attention to sections titled or labeled with:
    * ""Title""
    * ""Ownership""
    * ""Representations and Warranties""
    * Recitals (often labelled with letters, e.g., ""Recital A"")
    * Exhibit or Schedule headings referencing the property

3. **Common Structures:** Look for these common sentence structures:
    * ""Lessor/Owner is the fee simple owner of...""
    * ""Lessor/Owner represents and warrants that it holds fee simple title to...""
    * Descriptions of the property's location and any identifying information.
    * Clauses discussing the presence or absence of liens and encumbrances.

4. **Exhibit/Schedule References:** Investigate any exhibits or schedules mentioned in the identified sections, particularly those labeled as:
    * ""Exhibit A""
    * Property Descriptions or Surveys
    * Title documents

5. **Contextual Clues:** Consider the surrounding context of potential ownership clauses. Look for sections discussing:
    * The Lessor's right to lease the property.
    * Restrictions on the Lessor's ability to further encumber the property.
    * Consequences of title defects or encumbrances.

**Output:**

* Provide the exact text of the located sections.
* Note the section number/title or exhibit reference for each located section.
* Highlight any identified keywords or relevant phrases within the text.
* If the document structure allows, provide the surrounding context for each located section.

**Additional Notes:**

* Adapt the search based on variations in terminology and document structure.
* If the initial search yields limited results, broaden the keyword search or explore sections related to property descriptions and use rights.
"
Rent Escalator (Y/N),"## Finding Rent Escalator in lease agreement

The answer should be either YES or NO - if the rent can escalate the answer should be YES, otherwise NO. If it is not provided return ""Not provided"" string.

**Common Structures and Keywords:**

* **Rent escalation clauses:** Look for phrases like ""annual escalation,"" ""increase over the prior year,"" ""escalate at the rate of,"" and ""anniversary date.""
* **Specific dates or triggers:**  Identify terms like ""Commercial Operation Date,"" ""COD,"" ""Lease Commencement Date,"" ""Second Rent Payment Date,"" and specific anniversary dates.
* **Monetary values and percentages:**  Search for dollar amounts (e.g., $28,500.00), percentages (e.g., 2%), and references to ""Base Rent"" or other named rent types.
* **Payment conditions and calculations:** Look for clauses outlining conditions for rent adjustments, such as ""Tenant shall provide proof of payment"" or references to external factors affecting rent calculations.

**Additional Features:**

* **Section numbering and lettering:** The samples use a combination of Roman numerals, capital letters, and numbers to organize sections and subsections (e.g., II. A. 1a.). This structure can help narrow down the search within the document.
* **Defined terms:** Phrases like ""Base Rent"" and ""Expected Capacity"" are often capitalized and defined earlier in the document. Look for these defined terms to understand the context of the rent calculations.

**Prompt for Gemini LLM:**

**Objective:** Locate and extract all sections of the lease document that discuss rent escalation or adjustments.

**Instructions:**

1. **Keywords:** Search for the following keywords and related phrases:
    * ""annual escalation,"" ""increase,"" ""escalate,"" ""anniversary date""
    * ""Commercial Operation Date,"" ""COD,"" ""Lease Commencement Date""
    * Dollar amounts, percentages, ""Base Rent""
    * ""proof of payment,"" conditions affecting rent
2. **Section Structure:** Pay close attention to section numbering and lettering (e.g., II. A. 1a.) to identify relevant sections.
3. **Defined Terms:** Identify and interpret capitalized terms like ""Base Rent"" to understand rent calculations.
4. **Context:** Ensure the extracted sections specifically discuss rent adjustments and not other financial terms.
5. **Output:** Provide the extracted text sections with their corresponding section identifiers (e.g., II. A. 1a.)

**Additional Notes:**

* You may need to adjust the keywords and instructions based on the specific language and structure of the lease document.
* Consider providing Gemini with relevant sections of the lease agreement defining key terms to improve accuracy.

By combining keyword searches with structural analysis and contextual understanding, Gemini should be able to effectively locate the desired rent escalation clauses within the lease document.
"
Rent Escalator (Amount),"# RETRIEVE SECTIONS SIMILAR TO EXAMPLES.

## LOOK FOR THESE KEYWORDS:
    * ""Rent Escalator""
    * ""Rent Increase""
    * ""Escalation"" or ""Escalate""
    * ""Annual Rent"" or ""Rent"" followed by terms like ""increased by"" or ""plus""
    * Percentage (%)
    * Dollar amount ($)
    * ""per annum"" or ""annually""
    * ""Year"" or ""Years"" followed by a range or specific year numbers
    * **Annual Rent increased by [Percentage] (per annum/annually)**
    * **Rent shall be [Dollar Amount] with an escalator of [Percentage] (per annum/annually)**
    * **[Dollar Amount] additional per [Time Period] pursuant to [Section Reference]**

# RETRIEVE SECTIONS SIMILAR TO EXAMPLES:
## DO NOT RETRIEVE THE EXAMPLES ITSELF.
<examples>
1. ""**Annual Rent for Years 3-20: Previous year Annual Rent increased by 2%...**""
    * ""Annual Rent"" and ""increased by 2%"" indicate a rent escalator amount of 2% per year.
    * ""Years 3-20"" specifies the time period for this escalation.

2. ""**Rent shall be calculated as two thousand five hundred and 00/100 dollars ($2,500.00) per acre per annum during the Lease Term with an escalator of 1% per annum....**""
    * ""Rent shall be"" and ""$2,500.00"" indicate the base rent amount.
    * ""escalator of 1% per annum"" specifies the rent escalator amount of 1% annually.

3. ""**5.a and 5.b, then additional $100/acre/year in Final year pursuant to 5.c...**""
    * ""additional $100/acre/year"" indicates a rent escalator amount of $100 per acre per year.
    * ""in Final year"" and ""pursuant to 5.c"" specify the time period and section reference for this escalation.

4. Exhibit 5: 4a. The Primary Term Rent shall escalate...
</examples>"
Rent Escalator Effective Date,"## Finding Rent Escalation Clauses in Lease Documents:

Based on the provided samples, here's how to identify rent escalation clauses within a lease document and a prompt for Gemini LLM to assist you:

**Common Structures and Keywords:**

* **Numbered or Lettered Sections/Subsections:** Look for sections specifically dealing with ""Rent,"" ""Payments,"" or ""Term,"" often with subsections outlining escalation details (e.g., 5.a, II.A.1a).
* **Keywords:**
    * **Escalation/Increase:** Words like ""escalate,"" ""increase,"" ""adjustment,"" or ""annual escalator"" often signal rent changes.
    * **Anniversary Dates:** Phrases like ""anniversary of,"" ""commencing on,"" or specific dates (e.g., ""3rd anniversary"") indicate when the escalation takes effect.
    * **Percentage or Fixed Amount:** Look for percentage values (e.g., 2%) or fixed amounts ($) that denote the escalation amount.
    * **Term References:**  Phrases like ""Primary Term,"" ""Renewal Term,"" ""Operations Term,"" or specific year ranges (e.g., ""Years 3-20"") define the period of the escalation.

**Features of the Text:**

* **Formulas or Calculations:**  Clauses may include formulas for calculating rent increases, often referencing previous rent amounts or base rates.
* **Dates and Timelines:** Look for specific dates or timelines that define when the rent escalations begin and how they progress.
* **Conditions or Triggers:** Some clauses might have conditions for the escalation, such as reaching a specific milestone or achieving certain performance metrics.

**Prompt for Gemini LLM:**

**Objective:** Locate and extract all sections within the lease document that describe rent escalation clauses.

**Instructions:**

1. **Identify Sections:** Search for sections titled ""Rent,"" ""Payments,"" ""Term,"" or similar headings likely to contain rent escalation information.
2. **Keyword Search:** Within identified sections, search for keywords like ""escalate,"" ""increase,"" ""anniversary,"" ""percentage,"" ""term,"" and variations thereof.
3. **Analyze Context:**  Evaluate the surrounding text to confirm the presence of rent escalation clauses. Look for formulas, dates, timelines, and conditions related to rent increases.
4. **Extract Clauses:**  Once confirmed, extract the complete text of each rent escalation clause, including any relevant calculations, dates, and conditions.

**Additional Considerations:**

* Pay attention to the overall structure and organization of the lease agreement.
* Look for definitions of terms used in the escalation clauses.
* Be aware of any exceptions or exclusions to the escalation clauses.

By following these guidelines and using the provided prompt, you and Gemini can effectively identify and understand rent escalation clauses within lease documents.
"
Termination & Removal - Lessee,"## Finding Termination & Removal - Lessee in Lease agreements

**Objective:** Locate and extract sections of text within a lease agreement document that pertain to the termination rights of the lessee (tenant).

**Keywords and Patterns:**

* **Explicit Termination Clauses:**
    * Look for sections explicitly labeled as ""Termination"", ""Lessee's Termination Rights"", ""Right to Terminate"", or similar headings.
    * Identify phrases like ""Lessee may terminate"", ""Tenant shall have the right to terminate"", ""right to terminate this Lease"", etc.
* **Conditional Termination Clauses:**
    * Search for phrases indicating conditions under which the lessee can terminate, such as:
        * ""If Lessee determines...""
        * ""In the event that...""
        * ""Failure to...""
        * ""Upon the occurrence of...""
        * ""Subject to...""
* **Specific Triggering Events:**
    * Pay attention to keywords related to common termination triggers, including:
        * ""Commercially unreasonable""
        * ""Force Majeure""
        * ""Condemnation""
        * ""Eminent domain""
        * ""Governmental taking""
        * ""Default"" (by either party)
        * ""Permits"" or ""Approvals"" (denial, revocation, inability to obtain)
        * ""Environmental or technical problems""
        * ""Economic feasibility""
        * ""Hazardous Substances""
        * ""Damage or destruction"" of the property
* **Additional Clues:**
    *  Numbered or lettered subsections (e.g., 1(c), 4(a), 16(b), etc.)
    *  References to specific timeframes or deadlines (e.g., ""within 30 days"", ""prior to construction"", ""after Lease Commencement Date"", etc.)
    *  Mention of specific documents or agreements (e.g., ""power purchase agreement"", ""interconnection agreement"", ""Title Report"", etc.)

**Instructions:**

1. **Analyze the provided lease agreement document.**
2. **Identify and extract sections of text that match the keywords and patterns mentioned above.**
3. **Prioritize sections with explicit termination clause headings or clear termination language.**
4. **Consider the context of each section to ensure it accurately reflects the lessee's termination rights.**
5. **Present the extracted sections in a clear and organized manner, preserving the original formatting and numbering (if applicable).**

**Example Prompts:**

* ""**Find all sections in the document that discuss the Lessee's right to terminate the Lease.**""
* ""**Extract any clauses related to termination due to Force Majeure events.**""
* ""**Identify any instances where the Lessee can terminate if permits are denied or revoked.**""
* ""**Show me the section that explains the termination process due to Lessor default.**""

**By following these instructions and using the provided keywords and patterns, Gemini should be able to effectively locate and extract termination clauses within a lease agreement document.**
"
Termination & Removal - Lessor,"## Finding Termination & Removal - Lessor in Lease agreements

**Objective:** Locate and extract sections of the lease document that pertain to the termination of the lease due to a tenant's default, including details about the process, timelines, and potential actions by the landlord.

**Keywords and Patterns to Look For:**

* **Termination Clauses:** Search for sections explicitly labeled ""Termination,"" ""Default,"" or with similar titles.
* **Triggering Events:**  Identify phrases like ""Event of Default,"" ""Lessee default,"" ""Tenant’s default,"" or descriptions of specific actions or omissions that constitute a breach of the lease agreement.
* **Landlord's Rights:**  Look for phrases indicating the landlord's options upon tenant default, such as ""right to terminate,"" ""option to terminate,"" ""take possession,"" ""re-enter,"" or ""cure the default.""
* **Notice Periods:**  Pay attention to mentions of specific timeframes, like ""30 days' notice,"" ""60 days after receipt of notice,"" or references to ""cure periods.""
* **Removal and Restoration:**  Identify sections discussing the tenant's responsibility for removing equipment, fixtures, or structures and restoring the premises to its original condition upon lease termination. Look for terms like ""remove,"" ""restore,"" ""abandonment,"" ""remediation,"" or specific mentions of equipment like ""solar panels"" or ""system.""

**Examples of Relevant Sections:**

* Sections numbered or labeled with terms like ""Termination,"" ""Default,"" ""Events of Default,"" or similar headings.
* Clauses mentioning specific consequences of default, such as the landlord's right to terminate the lease, take possession of the property, or charge the tenant for damages.
* Sections outlining procedures for providing notice of default, cure periods, and the process of terminating the lease.
* Clauses detailing the tenant's obligations for removal of property and restoration of the premises upon termination.

**Instructions:**

1. Analyze the provided lease document.
2. Identify and extract sections that match the keywords and patterns described above.
3.  Prioritize sections explicitly dealing with lease termination due to tenant default.
4.  Provide the extracted sections as output, along with their corresponding section numbers or titles for reference.
5. If the document lacks clear section titles or numbering, use your judgment to identify and extract relevant paragraphs based on the keywords and context.

**Additional Notes:**

* The specific language and structure of termination clauses may vary across lease documents. Adapt your search based on the specific terminology and style used in the document.
*  Pay attention to cross-references between sections, as important details might be spread across multiple clauses.
* If you encounter ambiguity or uncertainty, err on the side of caution and include potentially relevant sections for further review.
"
Termination - Notice Requirements,"## Finding Termination - Notice Requirements in Lease agreements

**Objective:** Identify sections within a lease agreement that pertain to termination rights and procedures for both lessee and lessor.

**Keywords and Patterns to Look for:**

* **Termination Terminology:** ""terminate,"" ""termination,"" ""end,"" ""cancel,"" ""right to terminate,"" ""early termination""
* **Notice Periods:** Look for mentions of specific timeframes like ""30 days,"" ""90 days,"" ""180 days,"" etc., often associated with providing notice before termination.
* **Conditions or Triggers:** Identify clauses mentioning specific events or reasons that allow for termination, such as:
    * **Default or Breach:** Look for phrases like ""default event,"" ""breach of contract,"" ""failure to comply,"" etc.
    * **Contingencies:**  Search for phrases like ""failure to obtain permits,"" ""environmental issues,"" ""loss of funding,"" etc.
    * **Option Clauses:** Pay attention to phrases like ""at Lessee's option,"" ""at Lessor's discretion,"" ""right to terminate for convenience,"" etc.
* **Party Identification:** Note who has the right to terminate, whether it's the ""Lessee,"" ""Tenant,"" ""Lessor,"" or ""Landlord.""
* **Section Titles:**  Look for section headings like ""Termination,"" ""Termination Rights,"" ""Default,"" ""Early Termination,"" etc.
* **Notice Procedures:** Identify instructions on how notice should be delivered (e.g., ""written notice,"" ""certified mail"").

**Instructions:**

1. Analyze the lease document and identify sections containing the keywords and patterns mentioned above.
2. Extract the full text of those sections, including relevant details such as notice periods, conditions, and procedures.
3. Pay close attention to the specific rights and obligations of both parties regarding termination.
4. If possible, identify the sections by their numbering or titles for easier reference (e.g., ""Section 13: Termination"").

**Example Output:**

Based on the analysis, the following sections in the lease agreement appear to address termination:

* **Lessee's Termination Rights:** This section outlines the Lessee's right to terminate the agreement with 30 days' notice for any reason.
* **Termination:** This section details the Tenant's right to terminate under specific conditions, including failure to obtain permits or the presence of hazardous substances.

**Additional Tips:**

* Pay attention to the overall structure and language style of the lease agreement to better identify relevant sections.
* Consider using the search function within the document viewer to quickly locate keywords.
* If there's ambiguity or complexity in the termination clauses, consider seeking legal advice for clarification.
"
Default,"## Finding Default in Lease agreements

**Objective:** Identify and extract sections within a lease agreement that define and address events of default, remedies, and cure periods for both parties involved.

**Keywords and Patterns to Look For:**

* **Section Titles:** ""Default,"" ""Events of Default,"" ""Remedies,"" ""Cure Period""
* **Terminology:** ""Defaulting Party,"" ""Non-Defaulting Party,"" ""Breach,"" ""Material Breach,"" ""Insolvency,"" ""Bankruptcy""
* **Numerical References:** Look for mentions of specific timeframes in days (e.g., 30 days, 60 days, 90 days) associated with cure periods or notice requirements.
* **Actionable Language:** ""Terminate,"" ""Cure,"" ""Remedies,"" ""Offset,"" ""Damages,"" ""Notice""
* **Specific Events:**
    * Non-payment of rent or other financial obligations
    * Failure to perform material obligations under the lease
    * Misrepresentation or breach of warranties
    * Insolvency or bankruptcy
    * Actions preventing the intended use of the leased property

**Instructions:**

1. **Scan the document:** Begin by quickly scanning the lease agreement for sections or headings that explicitly mention ""Default,"" ""Events of Default,"" or similar keywords. This will provide a starting point for your analysis.
2. **Analyze identified sections:** Within the located sections, carefully examine the language and structure for the following:
    * **Definitions of Default:** Look for clear definitions of what constitutes an event of default for each party (Lessor/Landlord and Lessee/Tenant).
    * **Cure Periods:** Identify the timeframes provided for each party to remedy or cure an event of default. Pay attention to variations in cure periods depending on the nature of the default (e.g., monetary vs. non-monetary).
    * **Remedies:** Determine the available remedies for the non-defaulting party in case of an uncured default. This may include termination of the lease, financial compensation, or other legal actions.
    * **Notice Provisions:**  Analyze the procedures for providing notice of default, including the required content and timeframe for delivering such notices.
3. **Consider additional clauses:**  Explore other sections that may indirectly relate to default, such as sections discussing representations and warranties, obligations of each party, or termination of the agreement.
4. **Extract relevant text:** Once you have identified the relevant sections and analyzed their content, extract the specific paragraphs or clauses that provide a comprehensive understanding of the default provisions within the lease agreement.

**Additional Tips:**

* Pay attention to the specific language used in the lease agreement, as terminology may vary.
* Be aware of cross-references to other sections within the document that may provide additional details about default provisions.
* Consider the overall context of the lease agreement and the nature of the leased property when interpreting the default clauses.

**By following these instructions and analyzing the provided keywords and patterns, you can effectively locate and extract the essential information regarding default provisions within a lease agreement.**
"
